# Experimental block
# Ligand, expt_DDG, expt_dDDG
lig_1,-8.56,0.00
lig_2,-9.08,0.00
lig_3,-9.85,0.00
lig_4,-9.39,0.00
lig_5,-10.91,0.00
lig_6,-9.64,0.00
lig_7,-10.37,0.00
lig_8,-9.35,0.00
lig_9,-10.17,0.00

# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_4-99,lig_42546-2,-2.60,0,0.01
lig_4-99,lig_42638-1,-4.91,0,0.01
lig_4-99,lig_42838-1,-0.85,0,0.01
lig_4-99,lig_42838-2,-5.96,0,0.01
lig_4-99,lig_42839-1,-0.17,0,0.01
lig_4-99,lig_42985-1,-2.64,0,0.01
lig_4-99,lig_42989-2,-1.59,0,0.01
lig_4-99,lig_42989-3,-2.32,0,0.01
lig_4-99,lig_42989-4,-3.27,0,0.01
lig_4-99,lig_42994-1,2.56,0,0.01
lig_4-99,lig_43007-1,-1.75,0,0.01
lig_4-99,lig_43036-2,-1.55,0,0.01
lig_4-99,lig_43038-1,-2.59,0,0.01
lig_4-99,lig_43046-2,-2.61,0,0.01
lig_4-99,lig_43046-4,-1.78,0,0.01
lig_4-99,lig_43051-1,0.01,0,0.01
lig_4-99,lig_43052-1,-0.73,0,0.01
lig_4-99,lig_43057-1,-3.81,0,0.01
lig_4-99,lig_43063-1,-3.69,0,0.01
lig_4-99,lig_43094-1,3.18,0,0.01
lig_4-99,lig_43363-1,2.30,0,0.01
lig_4-99,lig_43406-2,-1.41,0,0.01
lig_4-99,lig_43411-1,-1.05,0,0.01
lig_4-99,lig_43411-2,-0.58,0,0.01
lig_4-99,lig_43433-1,-0.90,0,0.01
lig_4-99,lig_43444-1,-0.85,0,0.01
lig_4-99,lig_43520-1,1.34,0,0.01
lig_4-99,lig_43522-1,-1.39,0,0.01
lig_4-99,lig_4355-1,2.24,0,0.01
lig_4-99,lig_4357-1,-1.58,0,0.01
lig_4-99,lig_4362-1,-4.91,0,0.01
lig_4-99,lig_4362-2,-2.55,0,0.01
lig_4-99,lig_4366-1,-3.07,0,0.01
lig_4-99,lig_43675-1,-1.39,0,0.01
lig_4-99,lig_43699-1,-2.46,0,0.01
lig_4-99,lig_43699-2,-3.68,0,0.01
lig_4-99,lig_43699-3,-3.58,0,0.01
lig_4-99,lig_43699-4,-3.23,0,0.01
lig_4-99,lig_4372-1,0.64,0,0.01
lig_4-99,lig_43722-1,-3.49,0,0.01
lig_4-99,lig_4383-1,0.50,0,0.01
lig_4-99,lig_43922-1,-0.87,0,0.01
lig_4-99,lig_43922-2,-0.90,0,0.01
lig_4-99,lig_43944-2,-2.36,0,0.01
lig_4-99,lig_44058-5,-2.22,0,0.01
lig_4-99,lig_4406-1,-2.14,0,0.01
lig_4-99,lig_4409-1,-1.87,0,0.01
lig_4-99,lig_44127-2,0.24,0,0.01
lig_4-99,lig_44127-5,1.26,0,0.01
lig_4-99,lig_44127-8,-1.67,0,0.01
lig_4-99,lig_44191-1,-4.25,0,0.01
lig_4-99,lig_44223-3,-0.91,0,0.01
lig_4-99,lig_44498-1,-0.59,0,0.01
lig_4-99,lig_44581-3,-2.65,0,0.01
lig_4-99,lig_44721-1,-0.54,0,0.01
lig_4-99,lig_44721-2,1.35,0,0.01
lig_4-99,lig_44728-1,-3.73,0,0.01
lig_4-99,lig_44885-3,-4.17,0,0.01
lig_4-99,lig_4493-2,-1.18,0,0.01
lig_4-99,lig_44941-1,-2.27,0,0.01
lig_4-99,lig_44991-1,2.59,0,0.01
lig_4-99,lig_44993-1,-2.33,0,0.01
lig_4-99,lig_45039-1,-2.59,0,0.01
lig_4-99,lig_45039-2,-2.21,0,0.01
lig_4-99,lig_4504-2,-3.61,0,0.01
lig_4-99,lig_45112-1,-4.90,0,0.01
lig_4-99,lig_4515-1,-2.47,0,0.01
lig_4-99,lig_4520-1,-2.00,0,0.01
lig_4-99,lig_45205-1,-2.41,0,0.01
lig_4-99,lig_45205-2,2.41,0,0.01
lig_4-99,lig_4528-1,1.18,0,0.01
lig_4-99,lig_4531-1,0.56,0,0.01
lig_4-99,lig_4531-2,1.03,0,0.01
lig_4-99,lig_4552-2,-3.69,0,0.01
lig_4-99,lig_459-1,-2.62,0,0.01
lig_4-99,lig_4596-1,-3.42,0,0.01
lig_4-99,lig_46-1,-0.80,0,0.01
lig_4-99,lig_462-1,-2.50,0,0.01
lig_4-99,lig_4653-1,-6.17,0,0.01
lig_4-99,lig_4696-1,-4.03,0,0.01
lig_4-99,lig_4702-1,-3.84,0,0.01
lig_4-99,lig_4702-2,-1.19,0,0.01
lig_4-99,lig_4737-1,-2.70,0,0.01
lig_4-99,lig_4770-1,-2.27,0,0.01
lig_4-99,lig_4798-1,-7.27,0,0.01
lig_4-99,lig_4799-1,-2.44,0,0.01
lig_4-99,lig_4812-3,-1.23,0,0.01
lig_4-99,lig_4812-4,-1.16,0,0.01
lig_4-99,lig_4823-1,-2.96,0,0.01
lig_4-99,lig_4869-1,-2.26,0,0.01
lig_4-99,lig_4870-2,-2.65,0,0.01
lig_4-99,lig_4881-1,-2.48,0,0.01
lig_4-99,lig_4892-1,-2.01,0,0.01
lig_4-99,lig_4908-1,-3.51,0,0.01
lig_4-99,lig_4911-1,-3.71,0,0.01
lig_4-99,lig_4948-1,-5.32,0,0.01
lig_4-99,lig_4948-2,-4.44,0,0.01
lig_4-99,lig_4950-1,-4.84,0,0.01
lig_4-99,lig_4954-2,-2.66,0,0.01
lig_4-99,lig_4962-1,0.80,0,0.01
lig_4-99,lig_4962-2,-2.13,0,0.01
lig_4-99,lig_4962-4,-2.61,0,0.01
lig_4-99,lig_4966-1,-4.12,0,0.01
lig_4-99,lig_5018-1,-2.81,0,0.01
lig_4-99,lig_5018-2,-1.79,0,0.01
lig_4-99,lig_5020-2,-1.19,0,0.01
lig_4-99,lig_5035-1,-5.14,0,0.01
lig_4-99,lig_5041-1,-0.53,0,0.01
lig_4-99,lig_5045-1,-1.53,0,0.01
lig_4-99,lig_5070-1,-2.62,0,0.01
lig_4-99,lig_5071-1,-2.42,0,0.01
lig_4-99,lig_5072-1,-2.76,0,0.01
lig_4-99,lig_5089-1,-4.13,0,0.01
lig_4-99,lig_5096-1,-2.36,0,0.01
lig_4-99,lig_515-1,-2.76,0,0.01
lig_4-99,lig_5174-1,-0.88,0,0.01
lig_4-99,lig_5230-1,-0.61,0,0.01
lig_4-99,lig_5335-1,-2.36,0,0.01
lig_4-99,lig_5335-2,0.22,0,0.01
lig_4-99,lig_5426-1,-4.07,0,0.01
lig_4-99,lig_5426-2,-1.39,0,0.01
lig_4-99,lig_5439-1,-0.83,0,0.01
lig_4-99,lig_5439-2,1.53,0,0.01
lig_4-99,lig_5492-1,-1.21,0,0.01
lig_4-99,lig_5495-1,-3.14,0,0.01
lig_4-99,lig_5518-1,-6.14,0,0.01
lig_4-99,lig_5518-3,-6.95,0,0.01
lig_4-99,lig_5518-4,-6.99,0,0.01
lig_4-99,lig_554-1,-3.55,0,0.01
lig_4-99,lig_557-2,1.14,0,0.01
lig_4-99,lig_560-2,-0.66,0,0.01
lig_4-99,lig_5606-1,-0.24,0,0.01
lig_4-99,lig_562-1,-4.48,0,0.01
lig_4-99,lig_5634-1,-3.96,0,0.01
lig_4-99,lig_5643-1,-0.36,0,0.01
lig_4-99,lig_5658-1,-3.58,0,0.01
lig_4-99,lig_5660-4,-3.77,0,0.01
lig_4-99,lig_5662-2,-0.85,0,0.01
lig_4-99,lig_5663-1,-1.18,0,0.01
lig_4-99,lig_5663-2,-0.20,0,0.01
lig_4-99,lig_5663-3,1.80,0,0.01
lig_4-99,lig_5663-4,0.62,0,0.01
lig_4-99,lig_5667-1,-2.19,0,0.01
lig_4-99,lig_5667-2,-2.00,0,0.01
lig_4-99,lig_5667-3,-2.61,0,0.01
lig_4-99,lig_5688-1,-5.09,0,0.01
lig_4-99,lig_5688-2,-1.08,0,0.01
lig_4-99,lig_5689-1,-2.60,0,0.01
lig_4-99,lig_5690-1,-3.86,0,0.01
lig_4-99,lig_5691-1,-3.70,0,0.01
lig_4-99,lig_5692-1,-3.99,0,0.01
lig_4-99,lig_5693-1,-3.57,0,0.01
lig_4-99,lig_5694-1,-3.67,0,0.01
lig_4-99,lig_5697-1,-0.06,0,0.01
lig_4-99,lig_57-4,-1.78,0,0.01
lig_4-99,lig_5700-1,-2.17,0,0.01
lig_4-99,lig_5701-1,-3.35,0,0.01
lig_4-99,lig_5713-1,-1.80,0,0.01
lig_4-99,lig_5724-1,-3.10,0,0.01
lig_4-99,lig_5732-1,-3.87,0,0.01
lig_4-99,lig_5737-1,-4.15,0,0.01
lig_4-99,lig_5737-2,-5.26,0,0.01
lig_4-99,lig_575-2,-0.04,0,0.01
lig_4-99,lig_5769-1,-3.18,0,0.01
lig_4-99,lig_5776-1,-2.32,0,0.01
lig_4-99,lig_5803-1,-4.00,0,0.01
lig_4-99,lig_5830-1,-4.00,0,0.01
lig_4-99,lig_5831-1,-2.10,0,0.01
lig_4-99,lig_5832-1,-3.41,0,0.01
lig_4-99,lig_5834-1,-5.63,0,0.01
lig_4-99,lig_5838-1,-2.01,0,0.01
lig_4-99,lig_587-2,-3.23,0,0.01
lig_4-99,lig_5877-1,-5.40,0,0.01
lig_4-99,lig_5886-1,-5.87,0,0.01
lig_4-99,lig_5896-1,-1.75,0,0.01
lig_4-99,lig_5918-1,-2.10,0,0.01
lig_4-99,lig_5956-1,-2.86,0,0.01
lig_4-99,lig_5957-1,-4.61,0,0.01
lig_4-99,lig_5976-1,-0.21,0,0.01
lig_4-99,lig_6017-1,-1.90,0,0.01
lig_4-99,lig_6017-2,-2.39,0,0.01
lig_4-99,lig_604-1,0.42,0,0.01
lig_4-99,lig_6094-1,3.82,0,0.01
lig_4-99,lig_62-1,-2.00,0,0.01
lig_4-99,lig_6209-1,-1.15,0,0.01
lig_4-99,lig_6254-1,-0.85,0,0.01
lig_4-99,lig_6273-1,-2.49,0,0.01
lig_4-99,lig_6276-1,-1.27,0,0.01
lig_4-99,lig_6281-1,-0.90,0,0.01
lig_4-99,lig_629-2,1.03,0,0.01
lig_4-99,lig_6291-1,-2.74,0,0.01
lig_4-99,lig_630-2,-2.62,0,0.01
lig_4-99,lig_652-1,-2.83,0,0.01
lig_4-99,lig_657-1,-3.19,0,0.01
lig_4-99,lig_6585-1,-1.30,0,0.01
lig_4-99,lig_659-1,-4.64,0,0.01
lig_4-99,lig_6593-1,-1.71,0,0.01
lig_4-99,lig_6596-2,-1.86,0,0.01
lig_4-99,lig_6603-3,-2.20,0,0.01
lig_4-99,lig_6603-4,-1.97,0,0.01
lig_4-99,lig_6634-1,3.64,0,0.01
lig_4-99,lig_6634-2,3.99,0,0.01
lig_4-99,lig_664-1,-3.76,0,0.01
lig_4-99,lig_6654-3,-1.14,0,0.01
lig_4-99,lig_6654-4,-3.61,0,0.01
lig_4-99,lig_6669-1,-1.00,0,0.01
lig_4-99,lig_6669-2,-0.90,0,0.01
lig_4-99,lig_669-1,-1.01,0,0.01
lig_4-99,lig_6704-1,2.62,0,0.01
lig_4-99,lig_6704-2,-1.75,0,0.01
lig_4-99,lig_6708-1,-1.77,0,0.01
lig_4-99,lig_6709-1,-3.80,0,0.01
lig_4-99,lig_6713-1,1.35,0,0.01
lig_4-99,lig_6717-1,2.02,0,0.01
lig_4-99,lig_6718-1,-0.84,0,0.01
lig_4-99,lig_6730-1,-4.80,0,0.01
lig_4-99,lig_6751-1,-0.36,0,0.01
lig_4-99,lig_6752-1,-2.95,0,0.01
lig_4-99,lig_6755-1,-1.75,0,0.01
lig_4-99,lig_6755-2,-3.68,0,0.01
lig_4-99,lig_6756-1,0.04,0,0.01
lig_4-99,lig_6792-1,-1.88,0,0.01
lig_4-99,lig_6796-1,-1.62,0,0.01
lig_4-99,lig_6812-1,0.04,0,0.01
lig_4-99,lig_6821-1,-1.76,0,0.01
lig_4-99,lig_6850-1,0.87,0,0.01
lig_4-99,lig_692-1,-2.65,0,0.01
lig_4-99,lig_695-1,-0.06,0,0.01
lig_4-99,lig_6964-1,-1.90,0,0.01
lig_4-99,lig_6971-1,-0.98,0,0.01
lig_4-99,lig_6981-2,0.48,0,0.01
lig_4-99,lig_6982-1,-0.42,0,0.01
lig_4-99,lig_6983-1,-3.00,0,0.01
lig_4-99,lig_7014-1,-2.08,0,0.01
lig_4-99,lig_7047-1,0.32,0,0.01
lig_4-99,lig_7047-2,1.27,0,0.01
lig_4-99,lig_7059-3,-2.45,0,0.01
lig_4-99,lig_7060-2,-0.35,0,0.01
lig_4-99,lig_7064-1,-2.65,0,0.01
lig_4-99,lig_707-1,-2.31,0,0.01
lig_4-99,lig_708-1,-2.69,0,0.01
lig_4-99,lig_7086-1,-3.69,0,0.01
lig_4-99,lig_7086-2,-4.04,0,0.01
lig_4-99,lig_7088-1,-4.18,0,0.01
lig_4-99,lig_7088-2,-2.56,0,0.01
lig_4-99,lig_71-1,-1.79,0,0.01
lig_4-99,lig_711-1,-3.53,0,0.01
lig_4-99,lig_7113-1,-3.68,0,0.01
lig_4-99,lig_7123-1,-2.67,0,0.01
lig_4-99,lig_7136-1,-4.31,0,0.01
lig_4-99,lig_714-1,-3.00,0,0.01
lig_4-99,lig_7142-1,-3.25,0,0.01
lig_4-99,lig_717-1,-2.65,0,0.01
lig_4-99,lig_7182-1,-1.00,0,0.01
lig_4-99,lig_719-1,-0.09,0,0.01
lig_4-99,lig_7190-1,-2.81,0,0.01
lig_4-99,lig_7195-1,-0.01,0,0.01
lig_4-99,lig_7202-1,-2.71,0,0.01
lig_4-99,lig_7202-2,-6.42,0,0.01
lig_4-99,lig_7206-1,-1.79,0,0.01
lig_4-99,lig_7207-1,-3.37,0,0.01
lig_4-99,lig_7207-2,-0.92,0,0.01
lig_4-99,lig_7233-1,-2.46,0,0.01
lig_4-99,lig_7264-1,-2.29,0,0.01
lig_4-99,lig_7271-1,1.04,0,0.01
lig_4-99,lig_7305-1,-0.47,0,0.01
lig_4-99,lig_732-2,-0.77,0,0.01
lig_4-99,lig_7322-1,-3.63,0,0.01
lig_4-99,lig_7328-1,-1.87,0,0.01
lig_4-99,lig_7346-4,3.58,0,0.01
lig_4-99,lig_7409-1,-0.40,0,0.01
lig_4-99,lig_7465-2,-1.88,0,0.01
lig_4-99,lig_7472-1,0.19,0,0.01
lig_4-99,lig_7472-2,1.24,0,0.01
lig_4-99,lig_7472-3,-0.65,0,0.01
lig_4-99,lig_7472-4,-0.71,0,0.01
lig_4-99,lig_7496-1,-2.63,0,0.01
lig_4-99,lig_750-1,-0.53,0,0.01
lig_4-99,lig_750-2,-3.19,0,0.01
lig_4-99,lig_7501-1,-0.30,0,0.01
lig_4-99,lig_7503-1,0.13,0,0.01
lig_4-99,lig_7505-1,-1.09,0,0.01
lig_4-99,lig_7506-1,0.20,0,0.01
lig_4-99,lig_7506-3,-3.11,0,0.01
lig_4-99,lig_7506-4,-0.32,0,0.01
lig_4-99,lig_7507-1,2.09,0,0.01
lig_4-99,lig_7508-3,-1.29,0,0.01
lig_4-99,lig_7511-2,-2.47,0,0.01
lig_4-99,lig_7511-4,-1.70,0,0.01
lig_4-99,lig_7513-1,-0.05,0,0.01
lig_4-99,lig_7516-1,-1.51,0,0.01
lig_4-99,lig_753-1,-4.02,0,0.01
lig_4-99,lig_753-2,-2.26,0,0.01
lig_4-99,lig_7553-1,-0.87,0,0.01
lig_4-99,lig_7568-1,0.82,0,0.01
lig_4-99,lig_7569-1,-0.88,0,0.01
lig_4-99,lig_7574-1,-0.54,0,0.01
lig_4-99,lig_7587-1,-1.21,0,0.01
lig_4-99,lig_7587-2,-4.21,0,0.01
lig_4-99,lig_7587-4,-0.92,0,0.01
lig_4-99,lig_7591-1,1.52,0,0.01
lig_4-99,lig_7591-2,-0.59,0,0.01
lig_4-99,lig_7591-4,2.69,0,0.01
lig_4-99,lig_7596-1,-3.19,0,0.01
lig_4-99,lig_7596-2,-0.64,0,0.01
lig_4-99,lig_76-1,-1.65,0,0.01
lig_4-99,lig_761-1,-3.65,0,0.01
lig_4-99,lig_761-2,-4.00,0,0.01
lig_4-99,lig_7616-1,-1.00,0,0.01
lig_4-99,lig_7622-2,0.76,0,0.01
lig_4-99,lig_7677-1,-2.40,0,0.01
lig_4-99,lig_771-1,-2.21,0,0.01
lig_4-99,lig_774-1,-1.93,0,0.01
lig_4-99,lig_7769-1,-1.86,0,0.01
lig_4-99,lig_7769-2,0.70,0,0.01
lig_4-99,lig_777-1,-2.14,0,0.01
lig_4-99,lig_7800-1,0.11,0,0.01
lig_4-99,lig_7805-1,-2.54,0,0.01
lig_4-99,lig_7817-1,-1.80,0,0.01
lig_4-99,lig_784-1,-2.16,0,0.01
lig_4-99,lig_795-1,-2.52,0,0.01
lig_4-99,lig_798-3,-1.70,0,0.01
lig_4-99,lig_798-4,0.07,0,0.01
lig_4-99,lig_8-1,-4.50,0,0.01
lig_4-99,lig_8027-1,0.17,0,0.01
lig_4-99,lig_8034-1,-2.76,0,0.01
lig_4-99,lig_8035-1,-2.96,0,0.01
lig_4-99,lig_8036-3,-2.31,0,0.01
lig_4-99,lig_8037-1,-1.23,0,0.01
lig_4-99,lig_8040-1,-0.95,0,0.01
lig_4-99,lig_8045-1,-1.45,0,0.01
lig_4-99,lig_8048-1,-4.48,0,0.01
lig_4-99,lig_8048-2,-2.81,0,0.01
lig_4-99,lig_8058-1,-0.64,0,0.01
lig_4-99,lig_8077-1,-1.73,0,0.01
lig_4-99,lig_82-1,-0.10,0,0.01
lig_4-99,lig_8216-1,3.12,0,0.01
lig_4-99,lig_824-1,-3.69,0,0.01
lig_4-99,lig_826-1,-4.67,0,0.01
lig_4-99,lig_8309-1,-1.51,0,0.01
lig_4-99,lig_832-1,-3.09,0,0.01
lig_4-99,lig_836-1,-3.54,0,0.01
lig_4-99,lig_841-1,-3.14,0,0.01
lig_4-99,lig_8538-1,-0.45,0,0.01
lig_4-99,lig_862-1,-2.88,0,0.01
lig_4-99,lig_8663-2,-3.38,0,0.01
lig_4-99,lig_87-1,-1.73,0,0.01
lig_4-99,lig_8711-1,-4.52,0,0.01
lig_4-99,lig_8802-1,-1.20,0,0.01
lig_4-99,lig_8817-1,-3.36,0,0.01
lig_4-99,lig_8817-2,-2.49,0,0.01
lig_4-99,lig_8823-1,-1.80,0,0.01
lig_4-99,lig_8824-1,-3.17,0,0.01
lig_4-99,lig_8826-1,0.37,0,0.01
lig_4-99,lig_8827-1,-1.83,0,0.01
lig_4-99,lig_8838-1,-2.77,0,0.01
lig_4-99,lig_8839-1,-3.72,0,0.01
lig_4-99,lig_8840-1,-3.02,0,0.01
lig_4-99,lig_8841-1,-2.10,0,0.01
lig_4-99,lig_8842-1,-2.23,0,0.01
lig_4-99,lig_8899-1,-5.26,0,0.01
lig_4-99,lig_8924-1,-5.15,0,0.01
lig_4-99,lig_8924-2,-4.89,0,0.01
lig_4-99,lig_8924-3,-4.93,0,0.01
lig_4-99,lig_8934-1,-0.19,0,0.01
lig_4-99,lig_9038-1,-1.99,0,0.01
lig_4-99,lig_9083-1,-3.89,0,0.01
lig_4-99,lig_9120-1,-3.66,0,0.01
lig_4-99,lig_9194-1,-0.04,0,0.01
lig_4-99,lig_9262-1,-1.52,0,0.01
lig_4-99,lig_9270-1,-3.49,0,0.01
lig_4-99,lig_9274-1,0.60,0,0.01
lig_4-99,lig_9274-2,-0.10,0,0.01
lig_4-99,lig_9289-1,0.82,0,0.01
lig_4-99,lig_93-1,-2.18,0,0.01
lig_4-99,lig_9303-1,-1.31,0,0.01
lig_4-99,lig_9311-1,-2.47,0,0.01
lig_4-99,lig_9314-1,2.06,0,0.01
lig_4-99,lig_9316-1,1.62,0,0.01
lig_4-99,lig_9320-1,-3.37,0,0.01
lig_4-99,lig_9337-1,-1.26,0,0.01
lig_4-99,lig_9347-1,-0.97,0,0.01
lig_4-99,lig_9417-1,-3.16,0,0.01
lig_4-99,lig_9417-2,-0.85,0,0.01
lig_4-99,lig_9445-1,-0.52,0,0.01
lig_4-99,lig_9505-4,-2.92,0,0.01
lig_4-99,lig_9526-1,1.68,0,0.01
lig_4-99,lig_9590-2,1.06,0,0.01
lig_4-99,lig_9711-1,1.20,0,0.01
lig_4-99,lig_9751-1,-3.38,0,0.01
lig_4-99,lig_9790-1,-4.92,0,0.01
lig_4-99,lig_9792-2,-0.27,0,0.01
lig_4-99,lig_9792-3,0.56,0,0.01
lig_4-99,lig_9812-1,-4.63,0,0.01
lig_4-99,lig_9923-1,-3.12,0,0.01
lig_4-99,lig_9953-1,-4.97,0,0.01
