# Experimental block
# Ligand, expt_DDG, expt_dDDG
lig_1,-8.56,0.00
lig_2,-9.08,0.00
lig_3,-9.85,0.00
lig_4,-9.39,0.00
lig_5,-10.91,0.00
lig_6,-9.64,0.00
lig_7,-10.37,0.00
lig_8,-9.35,0.00
lig_9,-10.17,0.00

# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_4-99,lig_1117-1,-3.43,0,0.01
lig_4-99,lig_1119-1,-2.91,0,0.01
lig_4-99,lig_11192-1,-4.02,0,0.01
lig_4-99,lig_11210-1,0.01,0,0.01
lig_4-99,lig_11211-1,2.41,0,0.01
lig_4-99,lig_11221-1,-1.46,0,0.01
lig_4-99,lig_11222-1,-1.90,0,0.01
lig_4-99,lig_11223-1,-5.32,0,0.01
lig_4-99,lig_11224-1,-2.81,0,0.01
lig_4-99,lig_11262-1,-6.85,0,0.01
lig_4-99,lig_11262-4,-4.09,0,0.01
lig_4-99,lig_11278-1,-1.14,0,0.01
lig_4-99,lig_11278-2,-5.19,0,0.01
lig_4-99,lig_11278-3,-3.17,0,0.01
lig_4-99,lig_11278-4,-2.10,0,0.01
lig_4-99,lig_11299-1,-3.10,0,0.01
lig_4-99,lig_1138-2,1.23,0,0.01
lig_4-99,lig_11385-2,-3.98,0,0.01
lig_4-99,lig_11396-1,-3.85,0,0.01
lig_4-99,lig_1140-1,-1.91,0,0.01
lig_4-99,lig_1140-2,-0.08,0,0.01
lig_4-99,lig_11402-1,-2.85,0,0.01
lig_4-99,lig_11406-1,-0.24,0,0.01
lig_4-99,lig_11409-1,-1.41,0,0.01
lig_4-99,lig_1141-1,-2.80,0,0.01
lig_4-99,lig_11412-1,-1.65,0,0.01
lig_4-99,lig_11500-1,-2.50,0,0.01
lig_4-99,lig_11510-1,-0.67,0,0.01
lig_4-99,lig_11585-1,-0.62,0,0.01
lig_4-99,lig_11586-1,-3.58,0,0.01
lig_4-99,lig_11597-1,-2.91,0,0.01
lig_4-99,lig_11600-1,-0.19,0,0.01
lig_4-99,lig_11608-1,-1.35,0,0.01
lig_4-99,lig_11627-1,-4.67,0,0.01
lig_4-99,lig_11627-2,-3.81,0,0.01
lig_4-99,lig_11653-1,-1.59,0,0.01
lig_4-99,lig_11682-1,-1.82,0,0.01
lig_4-99,lig_117-1,-0.58,0,0.01
lig_4-99,lig_11861-1,-2.62,0,0.01
lig_4-99,lig_11921-7,-2.15,0,0.01
lig_4-99,lig_11935-1,-1.17,0,0.01
lig_4-99,lig_11936-2,-5.71,0,0.01
lig_4-99,lig_11936-3,-3.95,0,0.01
lig_4-99,lig_11937-1,-5.68,0,0.01
lig_4-99,lig_11938-1,-3.51,0,0.01
lig_4-99,lig_11942-1,-0.85,0,0.01
lig_4-99,lig_11947-1,-1.65,0,0.01
lig_4-99,lig_11948-1,-1.98,0,0.01
lig_4-99,lig_11948-4,-1.73,0,0.01
lig_4-99,lig_11952-1,-2.89,0,0.01
lig_4-99,lig_120-1,-4.23,0,0.01
lig_4-99,lig_1207-1,-3.10,0,0.01
lig_4-99,lig_12253-1,-2.30,0,0.01
lig_4-99,lig_12256-1,-0.92,0,0.01
lig_4-99,lig_1226-1,-1.22,0,0.01
lig_4-99,lig_1226-2,-0.47,0,0.01
lig_4-99,lig_12355-1,-1.98,0,0.01
lig_4-99,lig_124-1,-3.85,0,0.01
lig_4-99,lig_124-2,-1.90,0,0.01
lig_4-99,lig_12491-1,0.06,0,0.01
lig_4-99,lig_12647-1,0.06,0,0.01
lig_4-99,lig_12649-1,-1.86,0,0.01
lig_4-99,lig_12650-1,-3.06,0,0.01
lig_4-99,lig_12652-1,-2.53,0,0.01
lig_4-99,lig_12653-1,-1.99,0,0.01
lig_4-99,lig_12656-1,-3.34,0,0.01
lig_4-99,lig_12661-1,-3.68,0,0.01
lig_4-99,lig_127-1,-2.55,0,0.01
lig_4-99,lig_12886-1,-2.84,0,0.01
lig_4-99,lig_12886-2,-1.29,0,0.01
lig_4-99,lig_12888-1,-0.55,0,0.01
lig_4-99,lig_12899-1,-0.20,0,0.01
lig_4-99,lig_12906-1,-2.56,0,0.01
lig_4-99,lig_1295-3,0.40,0,0.01
lig_4-99,lig_1295-4,0.38,0,0.01
lig_4-99,lig_12987-1,-0.04,0,0.01
lig_4-99,lig_12987-2,-1.20,0,0.01
lig_4-99,lig_13002-1,-2.39,0,0.01
lig_4-99,lig_13043-1,-5.80,0,0.01
lig_4-99,lig_13061-1,2.06,0,0.01
lig_4-99,lig_13114-1,-3.61,0,0.01
lig_4-99,lig_13177-1,-0.93,0,0.01
lig_4-99,lig_13226-1,-2.48,0,0.01
lig_4-99,lig_13248-1,-0.80,0,0.01
lig_4-99,lig_13434-1,-2.23,0,0.01
lig_4-99,lig_13435-1,-1.44,0,0.01
lig_4-99,lig_13437-1,-1.53,0,0.01
lig_4-99,lig_13449-1,-1.63,0,0.01
lig_4-99,lig_13449-2,-0.41,0,0.01
lig_4-99,lig_13451-2,-1.69,0,0.01
lig_4-99,lig_1346-2,1.05,0,0.01
lig_4-99,lig_1349-1,-1.23,0,0.01
lig_4-99,lig_13518-1,4.58,0,0.01
lig_4-99,lig_13563-1,-0.29,0,0.01
lig_4-99,lig_1358-1,-0.82,0,0.01
lig_4-99,lig_13581-1,0.16,0,0.01
lig_4-99,lig_13581-2,-1.58,0,0.01
lig_4-99,lig_13581-3,-2.52,0,0.01
lig_4-99,lig_13581-4,0.15,0,0.01
lig_4-99,lig_1359-1,-4.52,0,0.01
lig_4-99,lig_1359-3,-1.18,0,0.01
lig_4-99,lig_1359-4,-2.46,0,0.01
lig_4-99,lig_1360-1,-0.59,0,0.01
lig_4-99,lig_13624-1,-2.85,0,0.01
lig_4-99,lig_1366-1,-1.97,0,0.01
lig_4-99,lig_1369-1,-0.61,0,0.01
lig_4-99,lig_1373-1,-6.34,0,0.01
lig_4-99,lig_1379-1,-2.31,0,0.01
lig_4-99,lig_13888-4,-5.35,0,0.01
lig_4-99,lig_13895-1,-2.97,0,0.01
lig_4-99,lig_13903-1,-3.71,0,0.01
lig_4-99,lig_1391-1,-2.72,0,0.01
lig_4-99,lig_1392-1,-3.43,0,0.01
lig_4-99,lig_14046-1,-2.39,0,0.01
lig_4-99,lig_1417-1,-3.93,0,0.01
lig_4-99,lig_14184-1,-1.49,0,0.01
lig_4-99,lig_1422-1,-1.91,0,0.01
lig_4-99,lig_14236-1,-2.12,0,0.01
lig_4-99,lig_14241-2,-2.72,0,0.01
lig_4-99,lig_1427-2,-5.26,0,0.01
lig_4-99,lig_14272-1,-2.77,0,0.01
lig_4-99,lig_14284-1,-3.56,0,0.01
lig_4-99,lig_14291-1,-4.32,0,0.01
lig_4-99,lig_14293-1,1.57,0,0.01
lig_4-99,lig_1431-3,-2.88,0,0.01
lig_4-99,lig_1431-4,-3.81,0,0.01
lig_4-99,lig_1433-1,-2.70,0,0.01
lig_4-99,lig_1435-1,-2.93,0,0.01
lig_4-99,lig_1436-1,-1.39,0,0.01
lig_4-99,lig_14367-1,-2.29,0,0.01
lig_4-99,lig_14370-1,-2.44,0,0.01
lig_4-99,lig_14455-1,-2.54,0,0.01
lig_4-99,lig_14458-1,-6.86,0,0.01
lig_4-99,lig_14477-1,-2.34,0,0.01
lig_4-99,lig_1448-1,-2.06,0,0.01
lig_4-99,lig_14492-1,-2.81,0,0.01
lig_4-99,lig_14521-1,-0.63,0,0.01
lig_4-99,lig_146-1,-3.33,0,0.01
lig_4-99,lig_1462-1,-1.44,0,0.01
lig_4-99,lig_1464-1,1.49,0,0.01
lig_4-99,lig_14755-1,0.02,0,0.01
lig_4-99,lig_14787-1,-0.52,0,0.01
lig_4-99,lig_14791-1,-0.33,0,0.01
lig_4-99,lig_14816-1,0.85,0,0.01
lig_4-99,lig_14894-1,-3.55,0,0.01
lig_4-99,lig_14894-2,-2.91,0,0.01
lig_4-99,lig_14894-3,-3.21,0,0.01
lig_4-99,lig_1490-1,-0.92,0,0.01
lig_4-99,lig_1490-2,-0.61,0,0.01
lig_4-99,lig_14919-1,-2.54,0,0.01
lig_4-99,lig_14921-1,-2.52,0,0.01
lig_4-99,lig_14929-1,-0.15,0,0.01
lig_4-99,lig_15012-1,-1.03,0,0.01
lig_4-99,lig_15022-1,-1.02,0,0.01
lig_4-99,lig_15050-1,0.56,0,0.01
lig_4-99,lig_15083-1,2.72,0,0.01
lig_4-99,lig_15094-1,-6.39,0,0.01
lig_4-99,lig_15105-1,0.42,0,0.01
lig_4-99,lig_15107-1,1.48,0,0.01
lig_4-99,lig_15107-2,-1.98,0,0.01
lig_4-99,lig_15242-1,1.68,0,0.01
lig_4-99,lig_15270-2,0.38,0,0.01
lig_4-99,lig_15272-1,3.88,0,0.01
lig_4-99,lig_15276-1,-2.12,0,0.01
lig_4-99,lig_15336-1,0.17,0,0.01
lig_4-99,lig_1534-1,-2.33,0,0.01
lig_4-99,lig_15348-1,-3.00,0,0.01
lig_4-99,lig_15349-1,-3.40,0,0.01
lig_4-99,lig_1536-1,-0.48,0,0.01
lig_4-99,lig_1538-1,-0.23,0,0.01
lig_4-99,lig_15577-1,-4.17,0,0.01
lig_4-99,lig_15577-2,-2.37,0,0.01
lig_4-99,lig_15577-3,-3.36,0,0.01
lig_4-99,lig_1563-1,-2.98,0,0.01
lig_4-99,lig_15646-1,-2.49,0,0.01
lig_4-99,lig_15657-1,-3.47,0,0.01
lig_4-99,lig_15661-1,-2.60,0,0.01
lig_4-99,lig_15685-1,-3.49,0,0.01
lig_4-99,lig_1571-1,-2.81,0,0.01
lig_4-99,lig_15710-1,-5.12,0,0.01
lig_4-99,lig_158-1,-1.45,0,0.01
lig_4-99,lig_1583-1,-1.42,0,0.01
lig_4-99,lig_15853-1,-2.00,0,0.01
lig_4-99,lig_15887-2,-0.48,0,0.01
lig_4-99,lig_15916-1,-0.49,0,0.01
lig_4-99,lig_15968-1,-3.63,0,0.01
lig_4-99,lig_15993-1,-0.86,0,0.01
lig_4-99,lig_16031-1,1.20,0,0.01
lig_4-99,lig_16031-2,-1.75,0,0.01
lig_4-99,lig_16058-1,-4.45,0,0.01
lig_4-99,lig_16146-1,-2.09,0,0.01
lig_4-99,lig_16152-1,-3.92,0,0.01
lig_4-99,lig_16152-2,-3.98,0,0.01
lig_4-99,lig_16154-2,-2.22,0,0.01
lig_4-99,lig_16160-3,-3.04,0,0.01
lig_4-99,lig_16160-4,-3.65,0,0.01
lig_4-99,lig_16161-1,-2.71,0,0.01
lig_4-99,lig_16161-2,-0.19,0,0.01
lig_4-99,lig_16161-3,-2.04,0,0.01
lig_4-99,lig_16161-4,-2.73,0,0.01
lig_4-99,lig_16171-1,-3.39,0,0.01
lig_4-99,lig_16172-1,-2.20,0,0.01
lig_4-99,lig_16172-2,-4.32,0,0.01
lig_4-99,lig_16172-3,-3.04,0,0.01
lig_4-99,lig_16172-4,-2.57,0,0.01
lig_4-99,lig_16174-1,-5.58,0,0.01
lig_4-99,lig_16175-1,-2.67,0,0.01
lig_4-99,lig_16175-2,-2.80,0,0.01
lig_4-99,lig_16185-1,-2.37,0,0.01
lig_4-99,lig_16185-2,-4.71,0,0.01
lig_4-99,lig_16189-1,-2.45,0,0.01
lig_4-99,lig_16189-2,-0.11,0,0.01
lig_4-99,lig_16190-1,-1.35,0,0.01
lig_4-99,lig_16194-1,-1.82,0,0.01
lig_4-99,lig_16194-2,-0.78,0,0.01
lig_4-99,lig_16222-1,-3.16,0,0.01
lig_4-99,lig_16226-1,-2.75,0,0.01
lig_4-99,lig_16249-2,-2.48,0,0.01
lig_4-99,lig_16249-3,-4.96,0,0.01
lig_4-99,lig_16250-1,-0.21,0,0.01
lig_4-99,lig_16250-2,-2.45,0,0.01
lig_4-99,lig_16250-3,-2.47,0,0.01
lig_4-99,lig_16250-4,-2.44,0,0.01
lig_4-99,lig_16251-1,-1.62,0,0.01
lig_4-99,lig_16317-2,-3.75,0,0.01
lig_4-99,lig_16360-1,-4.61,0,0.01
lig_4-99,lig_16374-1,-0.72,0,0.01
lig_4-99,lig_16378-1,0.54,0,0.01
lig_4-99,lig_16378-2,-2.21,0,0.01
lig_4-99,lig_16388-1,-2.97,0,0.01
lig_4-99,lig_16390-1,-1.85,0,0.01
lig_4-99,lig_16392-1,-2.61,0,0.01
lig_4-99,lig_16392-2,-2.97,0,0.01
lig_4-99,lig_16395-1,-0.49,0,0.01
lig_4-99,lig_16396-1,-3.90,0,0.01
lig_4-99,lig_16407-1,-2.15,0,0.01
lig_4-99,lig_16422-1,2.15,0,0.01
lig_4-99,lig_16428-1,-0.44,0,0.01
lig_4-99,lig_16428-2,-0.93,0,0.01
lig_4-99,lig_16457-1,-2.39,0,0.01
lig_4-99,lig_16459-1,-2.01,0,0.01
lig_4-99,lig_16461-2,1.77,0,0.01
lig_4-99,lig_16483-1,-3.14,0,0.01
lig_4-99,lig_16506-1,-3.23,0,0.01
lig_4-99,lig_16530-1,0.80,0,0.01
lig_4-99,lig_16604-1,-2.32,0,0.01
lig_4-99,lig_16738-1,-2.92,0,0.01
lig_4-99,lig_16778-1,-1.78,0,0.01
lig_4-99,lig_16778-2,-4.90,0,0.01
lig_4-99,lig_16781-1,-0.89,0,0.01
lig_4-99,lig_16781-2,-2.23,0,0.01
lig_4-99,lig_16781-3,-2.44,0,0.01
lig_4-99,lig_16787-1,-0.44,0,0.01
lig_4-99,lig_16787-2,-1.14,0,0.01
lig_4-99,lig_16813-2,-2.33,0,0.01
lig_4-99,lig_16826-1,1.61,0,0.01
lig_4-99,lig_16849-1,0.86,0,0.01
lig_4-99,lig_16937-1,-2.07,0,0.01
lig_4-99,lig_16955-1,-1.38,0,0.01
lig_4-99,lig_1701-1,-3.89,0,0.01
lig_4-99,lig_1710-1,-5.86,0,0.01
lig_4-99,lig_17157-2,-2.79,0,0.01
lig_4-99,lig_17157-3,-4.41,0,0.01
lig_4-99,lig_17157-4,-3.92,0,0.01
lig_4-99,lig_17196-1,-0.51,0,0.01
lig_4-99,lig_172-1,-2.57,0,0.01
lig_4-99,lig_172-2,-3.11,0,0.01
lig_4-99,lig_17220-1,-2.65,0,0.01
lig_4-99,lig_17365-1,-2.37,0,0.01
lig_4-99,lig_17443-1,-2.40,0,0.01
lig_4-99,lig_17446-1,-0.61,0,0.01
lig_4-99,lig_17532-1,-1.56,0,0.01
lig_4-99,lig_17645-1,-2.00,0,0.01
lig_4-99,lig_17692-1,-1.26,0,0.01
lig_4-99,lig_17698-1,-0.80,0,0.01
lig_4-99,lig_17698-2,-2.58,0,0.01
lig_4-99,lig_17731-2,-0.91,0,0.01
lig_4-99,lig_17731-3,1.74,0,0.01
lig_4-99,lig_17771-1,-1.91,0,0.01
lig_4-99,lig_17782-1,-2.71,0,0.01
lig_4-99,lig_17782-2,0.01,0,0.01
lig_4-99,lig_178-1,-0.62,0,0.01
lig_4-99,lig_17816-1,-3.63,0,0.01
lig_4-99,lig_17826-1,0.32,0,0.01
lig_4-99,lig_17915-1,-0.85,0,0.01
lig_4-99,lig_17967-1,-0.79,0,0.01
lig_4-99,lig_18138-1,-3.56,0,0.01
lig_4-99,lig_18148-1,0.05,0,0.01
lig_4-99,lig_18149-1,-1.75,0,0.01
lig_4-99,lig_18304-1,-4.95,0,0.01
lig_4-99,lig_18309-1,-1.41,0,0.01
lig_4-99,lig_18312-1,-2.30,0,0.01
lig_4-99,lig_18315-1,-3.35,0,0.01
lig_4-99,lig_18317-2,-3.75,0,0.01
lig_4-99,lig_18317-3,-1.82,0,0.01
lig_4-99,lig_18317-4,-4.00,0,0.01
lig_4-99,lig_18322-1,-3.62,0,0.01
lig_4-99,lig_1842-1,-3.88,0,0.01
lig_4-99,lig_18506-2,-3.49,0,0.01
lig_4-99,lig_18506-3,0.76,0,0.01
lig_4-99,lig_18506-4,-5.11,0,0.01
lig_4-99,lig_18507-1,-3.74,0,0.01
lig_4-99,lig_18507-2,-2.43,0,0.01
lig_4-99,lig_1854-1,-0.29,0,0.01
lig_4-99,lig_18584-1,-1.12,0,0.01
lig_4-99,lig_18596-1,-1.83,0,0.01
lig_4-99,lig_1874-1,-3.25,0,0.01
lig_4-99,lig_1878-2,0.79,0,0.01
lig_4-99,lig_18781-1,-3.02,0,0.01
lig_4-99,lig_1887-2,0.27,0,0.01
lig_4-99,lig_18895-2,-0.03,0,0.01
lig_4-99,lig_18906-1,0.18,0,0.01
lig_4-99,lig_18906-2,-0.44,0,0.01
lig_4-99,lig_18909-2,-3.12,0,0.01
lig_4-99,lig_18926-1,2.35,0,0.01
lig_4-99,lig_18926-2,-1.19,0,0.01
lig_4-99,lig_18928-1,0.16,0,0.01
lig_4-99,lig_1896-1,-0.89,0,0.01
lig_4-99,lig_18975-1,1.61,0,0.01
lig_4-99,lig_1901-1,-1.77,0,0.01
lig_4-99,lig_19100-1,-3.33,0,0.01
lig_4-99,lig_19108-1,-2.26,0,0.01
lig_4-99,lig_1912-1,0.46,0,0.01
lig_4-99,lig_19159-1,2.78,0,0.01
lig_4-99,lig_19160-1,-0.26,0,0.01
lig_4-99,lig_19163-3,0.71,0,0.01
lig_4-99,lig_19164-2,2.46,0,0.01
lig_4-99,lig_19167-1,-3.22,0,0.01
lig_4-99,lig_19167-2,-2.82,0,0.01
lig_4-99,lig_19189-1,-1.19,0,0.01
lig_4-99,lig_19198-1,0.06,0,0.01
lig_4-99,lig_19209-1,-3.35,0,0.01
lig_4-99,lig_19242-1,-1.68,0,0.01
lig_4-99,lig_19265-2,0.03,0,0.01
lig_4-99,lig_19266-1,-3.84,0,0.01
lig_4-99,lig_19269-1,-5.27,0,0.01
lig_4-99,lig_19388-2,1.11,0,0.01
lig_4-99,lig_19391-1,-0.80,0,0.01
lig_4-99,lig_1941-2,-2.08,0,0.01
lig_4-99,lig_1943-1,-4.52,0,0.01
lig_4-99,lig_19437-1,-1.13,0,0.01
lig_4-99,lig_19478-1,-0.27,0,0.01
lig_4-99,lig_19513-1,-2.28,0,0.01
lig_4-99,lig_19595-1,-1.01,0,0.01
lig_4-99,lig_19606-1,-1.31,0,0.01
lig_4-99,lig_19606-2,-1.81,0,0.01
lig_4-99,lig_19635-1,-1.54,0,0.01
lig_4-99,lig_19643-1,-5.20,0,0.01
lig_4-99,lig_19705-1,-2.80,0,0.01
lig_4-99,lig_19768-1,-1.20,0,0.01
lig_4-99,lig_19769-1,1.00,0,0.01
lig_4-99,lig_20052-2,2.42,0,0.01
lig_4-99,lig_20057-1,-5.52,0,0.01
lig_4-99,lig_20060-1,-2.59,0,0.01
lig_4-99,lig_20060-2,-1.76,0,0.01
lig_4-99,lig_20060-3,-0.29,0,0.01
lig_4-99,lig_20060-4,-4.31,0,0.01
lig_4-99,lig_20061-1,-4.45,0,0.01
lig_4-99,lig_20061-2,-2.57,0,0.01
lig_4-99,lig_20061-3,-5.18,0,0.01
lig_4-99,lig_20061-4,-4.00,0,0.01
lig_4-99,lig_20094-1,-3.18,0,0.01
lig_4-99,lig_20098-1,0.96,0,0.01
lig_4-99,lig_20198-1,-4.34,0,0.01
lig_4-99,lig_202-1,-1.62,0,0.01
lig_4-99,lig_2025-1,-4.86,0,0.01
lig_4-99,lig_20315-1,0.17,0,0.01
lig_4-99,lig_20353-2,-3.25,0,0.01
lig_4-99,lig_20353-3,-4.19,0,0.01
lig_4-99,lig_20353-4,-3.50,0,0.01
lig_4-99,lig_20369-1,-2.74,0,0.01
lig_4-99,lig_2045-1,-1.59,0,0.01
lig_4-99,lig_2047-1,1.38,0,0.01
lig_4-99,lig_20584-2,-2.94,0,0.01
lig_4-99,lig_2059-1,-1.07,0,0.01
lig_4-99,lig_20621-1,-1.11,0,0.01
lig_4-99,lig_20625-1,-0.57,0,0.01
lig_4-99,lig_20646-1,-2.39,0,0.01
lig_4-99,lig_20660-1,1.74,0,0.01
lig_4-99,lig_20660-2,-0.05,0,0.01
lig_4-99,lig_20667-1,-0.95,0,0.01
lig_4-99,lig_20757-1,-0.76,0,0.01
lig_4-99,lig_20762-2,-1.72,0,0.01
lig_4-99,lig_20763-2,-0.02,0,0.01
lig_4-99,lig_20763-3,-5.97,0,0.01
lig_4-99,lig_20767-1,-1.92,0,0.01
lig_4-99,lig_2080-1,-4.19,0,0.01
lig_4-99,lig_20827-1,-0.47,0,0.01
lig_4-99,lig_20922-1,3.78,0,0.01
lig_4-99,lig_20935-1,-1.76,0,0.01
lig_4-99,lig_2103-1,-3.41,0,0.01
lig_4-99,lig_2114-1,-5.19,0,0.01
lig_4-99,lig_21372-1,-2.02,0,0.01
lig_4-99,lig_21457-1,-2.32,0,0.01
lig_4-99,lig_21461-1,1.55,0,0.01
lig_4-99,lig_21538-1,-0.25,0,0.01
lig_4-99,lig_21626-1,-0.33,0,0.01
lig_4-99,lig_21628-1,0.90,0,0.01
lig_4-99,lig_21630-2,-0.11,0,0.01
lig_4-99,lig_21651-1,3.18,0,0.01
lig_4-99,lig_21653-1,0.47,0,0.01
lig_4-99,lig_21679-1,-2.64,0,0.01
lig_4-99,lig_2176-1,-1.14,0,0.01
lig_4-99,lig_21970-1,-0.48,0,0.01
lig_4-99,lig_21980-1,1.26,0,0.01
lig_4-99,lig_21980-2,0.36,0,0.01
lig_4-99,lig_22-1,-5.48,0,0.01
lig_4-99,lig_22178-1,-1.11,0,0.01
