,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,source_file
1703,edge_lig_2959-1_lig_44916-1_run1_water,14.28,0.3,0.25,14.15,0.34,0.38,80,80,05fs
1690,edge_lig_2959-1_lig_25909-1_run1_protein,10.57,0.65,0.71,12.53,0.45,6.47,80,80,05fs
1691,edge_lig_2959-1_lig_25909-1_run1_water,10.89,0.16,0.13,10.9,0.12,0.17,80,80,05fs
1674,edge_lig_2959-1_lig_14595-1_run1_protein,50.35,0.63,0.55,52.82,0.41,219.17,80,80,05fs
1675,edge_lig_2959-1_lig_14595-1_run1_water,51.23,0.13,0.16,51.19,0.16,0.17,80,80,05fs
1676,edge_lig_2959-1_lig_15410-1_run1_protein,-56.92,0.99,1.37,-51.49,1.56,253.22,80,80,05fs
1677,edge_lig_2959-1_lig_15410-1_run1_water,-53.2,0.26,0.25,-53.23,0.35,0.36,80,80,05fs
1696,edge_lig_2959-1_lig_33862-1_run1_protein,-113.35,0.96,0.82,-111.16,0.71,45.21,80,80,05fs
1697,edge_lig_2959-1_lig_33862-1_run1_water,-112.41,0.19,0.2,-112.3,0.27,0.27,80,80,05fs
1380,edge_lig_15014-1_lig_17688-1_run1_protein,-9.75,0.15,0.14,-9.59,0.13,0.11,80,79,default
1381,edge_lig_15014-1_lig_17688-1_run1_water,-10.24,0.14,0.14,-10.18,0.09,0.08,62,72,default
2780,edge_lig_19263-1_lig_17688-1_run1_protein,-50.27,0.25,0.2,-50.35,0.2,0.26,80,80,default
2781,edge_lig_19263-1_lig_17688-1_run1_water,-50.67,0.12,0.11,-50.72,0.11,0.13,80,80,default
3134,edge_lig_20750-7_lig_17688-1_run1_protein,-55.27,0.28,0.23,-55.46,0.24,0.34,55,80,default
3135,edge_lig_20750-7_lig_17688-1_run1_water,-54.8,0.29,0.22,-54.5,0.22,0.2,20,80,default
934,edge_lig_14066-1_lig_17688-1_run1_protein,23.93,0.31,0.29,23.94,0.17,0.69,77,78,default
935,edge_lig_14066-1_lig_17688-1_run1_water,22.61,0.14,0.17,22.34,0.12,0.1,69,72,default
3106,edge_lig_20745-2_lig_17688-1_run1_protein,-51.31,0.33,0.32,-51.61,0.36,0.37,78,72,default
3107,edge_lig_20745-2_lig_17688-1_run1_water,-49.19,0.21,0.21,-49.59,0.14,0.1,73,48,default
1460,edge_lig_27573-1_lig_17688-1_run1_protein,-58.07,0.43,0.41,-57.2,0.5,0.73,80,80,05fs
1461,edge_lig_27573-1_lig_17688-1_run1_water,-52.16,0.16,0.15,-52.17,0.15,0.24,80,80,05fs
2242,edge_lig_17688-1_lig_20726-3_run1_protein,-5.18,0.2,0.21,-4.65,0.19,0.15,80,79,default
2243,edge_lig_17688-1_lig_20726-3_run1_water,-5.12,0.1,0.1,-5.3,0.09,0.09,80,80,default
2034,edge_lig_32412-1_lig_17688-1_run1_protein,-30.77,0.3,0.32,-30.24,0.25,0.34,80,80,05fs
2035,edge_lig_32412-1_lig_17688-1_run1_water,-30.05,0.18,0.18,-30.4,0.11,0.09,80,80,05fs
470,edge_lig_11298-1_lig_17688-1_run1_protein,132.21,0.41,0.39,132.63,0.54,0.44,80,80,default
471,edge_lig_11298-1_lig_17688-1_run1_water,134.64,0.12,0.11,134.59,0.09,0.13,75,80,default
3622,edge_lig_7112-1_lig_17688-1_run1_protein,-49.62,0.54,0.47,-50.47,0.42,1.36,80,80,05fs
3623,edge_lig_7112-1_lig_17688-1_run1_water,-48.86,0.13,0.12,-48.82,0.12,0.14,80,80,05fs
1354,edge_lig_27557-1_lig_17688-1_run1_protein,-48.12,0.36,0.34,-47.49,0.23,1.59,80,80,05fs
1355,edge_lig_27557-1_lig_17688-1_run1_water,-46.64,0.15,0.19,-46.67,0.15,0.19,80,80,05fs
1372,edge_lig_27560-2_lig_17688-1_run1_protein,-6.07,0.52,0.38,-6.63,0.38,0.39,80,80,05fs
1373,edge_lig_27560-2_lig_17688-1_run1_water,-7.08,0.17,0.15,-7.05,0.18,0.16,80,80,05fs
1196,edge_lig_14594-1_lig_17688-1_run1_protein,-28.62,0.29,0.32,-28.43,0.4,0.38,80,72,default
1197,edge_lig_14594-1_lig_17688-1_run1_water,-25.85,0.32,0.32,-26.59,0.22,0.16,68,42,default
2330,edge_lig_35646-1_lig_20724-4_run1_protein,48.74,0.59,0.63,48.07,0.45,2.65,80,80,05fs
2331,edge_lig_35646-1_lig_20724-4_run1_water,49.05,0.13,0.23,49.49,0.16,0.15,80,80,05fs
2338,edge_lig_35646-1_lig_27573-1_run1_protein,55.18,0.55,0.54,54.58,0.33,1.09,80,80,05fs
2339,edge_lig_35646-1_lig_27573-1_run1_water,49.36,0.18,0.16,49.44,0.13,0.25,80,80,05fs
2332,edge_lig_35646-1_lig_20726-3_run1_protein,-7.89,0.17,0.19,-7.68,0.2,0.24,80,80,05fs
2333,edge_lig_35646-1_lig_20726-3_run1_water,-8.7,0.1,0.11,-8.75,0.11,0.11,80,80,05fs
2324,edge_lig_35646-1_lig_14602-1_run1_protein,48.37,0.8,0.85,48.99,1.2,0.82,80,28,05fs
2325,edge_lig_35646-1_lig_14602-1_run1_water,51.06,0.16,0.15,51.1,0.15,0.22,80,80,05fs
2326,edge_lig_35646-1_lig_17273-1_run1_protein,-6.45,0.37,0.37,-5.83,0.45,0.52,80,80,05fs
2327,edge_lig_35646-1_lig_17273-1_run1_water,-6.74,0.16,0.14,-6.73,0.2,0.15,80,80,05fs
2322,edge_lig_35646-1_lig_13-99_run1_protein,51.9,0.3,0.26,51.87,0.37,0.38,80,40,05fs
2323,edge_lig_35646-1_lig_13-99_run1_water,52.77,0.09,0.09,52.93,0.09,0.09,80,80,05fs
1660,edge_lig_15552-1_lig_2936-1_run1_protein,31.21,0.15,0.16,31.27,0.12,0.22,80,80,default
1661,edge_lig_15552-1_lig_2936-1_run1_water,31.79,0.07,0.08,31.8,0.07,0.09,80,80,default
1960,edge_lig_3109-1_lig_2936-1_run1_protein,31.13,0.08,0.09,30.98,0.1,0.1,80,80,05fs
1961,edge_lig_3109-1_lig_2936-1_run1_water,30.37,0.08,0.09,30.32,0.08,0.09,80,80,05fs
3554,edge_lig_5719-1_lig_2936-1_run1_protein,14.93,0.29,0.35,14.49,0.26,0.83,80,80,05fs
3555,edge_lig_5719-1_lig_2936-1_run1_water,14.49,0.1,0.11,14.51,0.11,0.14,80,80,05fs
3058,edge_lig_20726-2_lig_5718-1_run1_protein,22.02,0.35,0.35,21.51,0.35,0.7,80,80,default
3059,edge_lig_20726-2_lig_5718-1_run1_water,23.66,0.26,0.28,23.46,0.39,0.27,78,35,default
3744,edge_lig_22018-1_lig_5718-1_run1_protein,49.65,0.43,0.54,49.74,0.4,1.22,80,80,default
3745,edge_lig_22018-1_lig_5718-1_run1_water,50.41,0.34,0.33,50.22,0.17,0.12,62,53,default
3340,edge_lig_44523-1_lig_5718-1_run1_protein,90.14,0.27,0.23,90.02,0.29,0.37,80,80,05fs
3341,edge_lig_44523-1_lig_5718-1_run1_water,89.72,0.15,0.19,89.82,0.11,0.1,80,80,05fs
3408,edge_lig_21308-1_lig_5718-1_run1_protein,1.82,0.51,0.57,1.44,0.32,1.39,79,80,default
3409,edge_lig_21308-1_lig_5718-1_run1_water,3.52,0.24,0.23,3.32,0.2,0.19,70,69,default
1938,edge_lig_30813-1_lig_5718-1_run1_protein,8.87,0.4,0.4,7.91,0.2,0.13,80,80,05fs
1939,edge_lig_30813-1_lig_5718-1_run1_water,6.59,0.16,0.15,6.9,0.18,0.13,80,80,05fs
3850,edge_lig_9757-1_lig_5718-1_run1_protein,15.93,0.34,0.3,16.32,0.33,0.4,80,80,05fs
3851,edge_lig_9757-1_lig_5718-1_run1_water,20.09,0.1,0.1,20.2,0.1,0.1,80,80,05fs
3698,edge_lig_7413-1_lig_5718-1_run1_protein,19.8,0.55,0.43,19.48,0.62,1.57,80,80,05fs
3699,edge_lig_7413-1_lig_5718-1_run1_water,22.32,0.26,0.19,21.81,0.17,0.13,80,80,05fs
2148,edge_lig_17268-1_lig_5718-1_run1_protein,36.84,0.36,0.35,37.33,0.39,0.32,69,64,default
2149,edge_lig_17268-1_lig_5718-1_run1_water,38.86,0.18,0.18,38.96,0.17,0.16,65,20,default
1340,edge_lig_2753-1_lig_5718-1_run1_protein,21.17,0.64,0.58,19.35,0.19,14.42,80,80,05fs
1341,edge_lig_2753-1_lig_5718-1_run1_water,19.41,0.17,0.21,19.56,0.13,0.1,80,80,05fs
1816,edge_lig_30318-1_lig_44967-1_run1_protein,8.54,0.62,0.65,10.09,0.43,31.87,80,80,05fs
1817,edge_lig_30318-1_lig_44967-1_run1_water,9.41,0.15,0.16,9.13,0.22,0.14,80,80,05fs
3412,edge_lig_44967-1_lig_27635-1_run1_protein,9.83,0.63,1.3,9.8,0.28,18.04,80,80,05fs
3413,edge_lig_44967-1_lig_27635-1_run1_water,9.76,0.21,0.22,9.8,0.24,0.22,80,80,05fs
3408,edge_lig_44967-1_lig_20697-1_run1_protein,33.75,0.4,0.56,32.57,0.84,0.56,80,80,05fs
3409,edge_lig_44967-1_lig_20697-1_run1_water,32.87,0.17,0.16,33.13,0.32,0.19,80,80,05fs
3406,edge_lig_44967-1_lig_19279-1_run1_protein,96.46,0.3,0.39,96.48,0.64,0.41,80,80,05fs
3407,edge_lig_44967-1_lig_19279-1_run1_water,92.81,0.11,0.1,92.89,0.11,0.12,80,80,05fs
756,edge_lig_20772-1_lig_25919-1_run1_protein,-27.24,1.3,1.23,-24.52,0.59,0.22,80,76,05fs
757,edge_lig_20772-1_lig_25919-1_run1_water,-22.2,0.43,0.4,-25.7,0.31,0.24,80,63,05fs
118,edge_lig_11471-1_lig_25919-1_run1_protein,-35.7,0.48,0.46,-35.61,0.64,0.33,80,80,05fs
119,edge_lig_11471-1_lig_25919-1_run1_water,-33.07,0.34,0.3,-32.6,0.22,0.14,80,80,05fs
714,edge_lig_20720-4_lig_25919-1_run1_protein,-79.55,0.33,0.31,-79.06,0.17,0.14,80,80,05fs
715,edge_lig_20720-4_lig_25919-1_run1_water,-76.53,0.17,0.17,-76.65,0.23,0.2,80,80,05fs
1378,edge_lig_27561-1_lig_25919-1_run1_protein,-65.71,0.35,0.31,-65.63,0.26,0.48,80,80,05fs
1379,edge_lig_27561-1_lig_25919-1_run1_water,-63.86,0.13,0.12,-63.86,0.14,0.15,80,80,05fs
1148,edge_lig_25919-1_lig_41211-1_run1_protein,37.18,0.35,0.28,35.54,0.29,0.19,78,80,05fs
1149,edge_lig_25919-1_lig_41211-1_run1_water,33.27,0.33,0.37,34.86,0.25,0.17,80,80,05fs
1142,edge_lig_25919-1_lig_14602-1_run1_protein,61.4,0.55,0.71,60.96,0.81,0.56,80,80,05fs
1143,edge_lig_25919-1_lig_14602-1_run1_water,58.99,0.22,0.23,59.09,0.27,0.15,80,80,05fs
482,edge_lig_17305-2_lig_25919-1_run1_protein,-12.66,0.87,0.93,-3.85,0.83,0.34,13,75,05fs
483,edge_lig_17305-2_lig_25919-1_run1_water,-6.18,0.54,0.44,-10.46,0.39,0.26,65,47,05fs
1140,edge_lig_25919-1_lig_14591-1_run1_protein,72.56,0.45,0.37,70.7,0.54,0.33,80,80,05fs
1141,edge_lig_25919-1_lig_14591-1_run1_water,66.34,0.19,0.18,66.41,0.21,0.11,80,80,05fs
1656,edge_lig_15552-1_lig_16357-2_run1_protein,16.25,0.18,0.19,16.98,0.12,0.1,79,80,default
1657,edge_lig_15552-1_lig_16357-2_run1_water,17.46,0.17,0.21,17.53,0.22,0.29,79,80,default
1964,edge_lig_3109-2_lig_16357-2_run1_protein,15.69,0.18,0.21,16.34,0.14,0.11,80,80,05fs
1965,edge_lig_3109-2_lig_16357-2_run1_water,15.93,0.17,0.18,16.08,0.2,0.27,80,80,05fs
1294,edge_lig_14864-1_lig_16357-2_run1_protein,18.5,0.2,0.19,18.02,0.17,0.32,80,80,default
1295,edge_lig_14864-1_lig_16357-2_run1_water,14.33,0.12,0.11,14.33,0.13,0.12,80,80,default
3172,edge_lig_20759-4_lig_16357-2_run1_protein,8.95,0.17,0.17,9.04,0.18,0.17,80,74,default
3173,edge_lig_20759-4_lig_16357-2_run1_water,10.04,0.23,0.28,10.08,0.34,0.34,80,79,default
722,edge_lig_20745-2_lig_16357-2_run1_protein,-22.0,0.52,0.52,-22.68,0.47,1.3,80,80,05fs
723,edge_lig_20745-2_lig_16357-2_run1_water,-22.29,0.18,0.18,-22.03,0.12,0.09,80,80,05fs
1948,edge_lig_16357-2_lig_7105-2_run1_protein,-11.46,0.29,0.25,-11.06,0.3,0.27,80,80,default
1949,edge_lig_16357-2_lig_7105-2_run1_water,-7.18,0.21,0.19,-7.16,0.21,0.27,76,78,default
116,edge_lig_11471-1_lig_16357-2_run1_protein,-2.7,0.43,0.48,-4.06,0.47,1.11,80,80,05fs
117,edge_lig_11471-1_lig_16357-2_run1_water,-2.29,0.13,0.14,-2.03,0.12,0.12,80,80,05fs
1944,edge_lig_16357-2_lig_23802-1_run1_protein,13.26,0.32,0.4,13.83,0.36,0.75,79,80,default
1945,edge_lig_16357-2_lig_23802-1_run1_water,10.52,0.09,0.1,10.58,0.09,0.11,80,79,default
2562,edge_lig_37247-1_lig_16357-2_run1_protein,-16.61,0.21,0.19,-16.75,0.18,0.28,80,80,05fs
2563,edge_lig_37247-1_lig_16357-2_run1_water,-16.64,0.13,0.1,-16.19,0.12,0.11,80,80,05fs
680,edge_lig_20697-1_lig_16357-2_run1_protein,5.35,0.48,0.5,4.67,0.45,0.56,80,80,05fs
681,edge_lig_20697-1_lig_16357-2_run1_water,11.12,0.26,0.25,11.14,0.17,0.11,80,80,05fs
1946,edge_lig_16357-2_lig_30810-2_run1_protein,-84.86,0.46,0.39,-84.72,0.3,0.77,76,80,default
1947,edge_lig_16357-2_lig_30810-2_run1_water,-86.07,0.23,0.2,-86.19,0.25,0.28,65,80,default
1814,edge_lig_30318-1_lig_30797-2_run1_protein,45.41,0.29,0.3,45.57,0.36,0.26,80,80,05fs
1815,edge_lig_30318-1_lig_30797-2_run1_water,48.66,0.24,0.29,47.89,0.26,0.21,80,78,05fs
216,edge_lig_10689-1_lig_30797-2_run1_protein,16.26,0.67,0.66,15.4,0.44,1.51,23,80,default
217,edge_lig_10689-1_lig_30797-2_run1_water,16.79,0.22,0.25,16.96,0.29,0.24,26,71,default
2584,edge_lig_37247-2_lig_30797-2_run1_protein,-25.89,0.37,0.33,-25.84,0.55,0.57,33,80,05fs
2585,edge_lig_37247-2_lig_30797-2_run1_water,-26.38,0.21,0.22,-26.52,0.31,0.29,80,80,05fs
1658,edge_lig_15552-1_lig_20726-3_run1_protein,-9.23,0.48,0.4,-8.87,0.22,1.43,35,80,default
1659,edge_lig_15552-1_lig_20726-3_run1_water,-9.8,0.27,0.27,-9.79,0.37,0.3,48,80,default
946,edge_lig_23487-2_lig_15552-1_run1_protein,37.66,0.35,0.31,37.19,0.21,2.55,80,80,05fs
947,edge_lig_23487-2_lig_15552-1_run1_water,36.12,0.1,0.14,36.23,0.13,0.15,80,80,05fs
1662,edge_lig_15552-1_lig_3241-1_run1_protein,-6.59,0.45,0.41,-6.27,0.28,1.37,73,80,default
1663,edge_lig_15552-1_lig_3241-1_run1_water,-5.37,0.18,0.18,-5.34,0.2,0.21,77,76,default
638,edge_lig_11965-1_lig_2726-1_run1_protein,-18.25,0.45,0.32,-18.48,0.26,1.18,80,79,default
639,edge_lig_11965-1_lig_2726-1_run1_water,-15.72,0.13,0.14,-15.88,0.1,0.1,80,77,default
1968,edge_lig_3109-2_lig_20745-1_run1_protein,31.65,0.51,0.58,31.61,1.08,0.84,80,80,05fs
1969,edge_lig_3109-2_lig_20745-1_run1_water,29.35,0.19,0.18,29.47,0.18,0.13,80,80,05fs
1966,edge_lig_3109-2_lig_20706-1_run1_protein,46.1,0.42,0.44,48.1,0.6,1.21,80,80,05fs
1967,edge_lig_3109-2_lig_20706-1_run1_water,46.6,0.16,0.17,46.18,0.29,0.18,80,80,05fs
1974,edge_lig_3109-2_lig_28181-1_run1_protein,-18.8,0.72,0.87,-18.15,1.23,6.43,80,80,05fs
1975,edge_lig_3109-2_lig_28181-1_run1_water,-19.47,0.17,0.15,-19.58,0.16,0.15,80,80,05fs
1976,edge_lig_3109-2_lig_7127-2_run1_protein,19.02,0.22,0.21,18.95,0.22,0.3,80,80,05fs
1977,edge_lig_3109-2_lig_7127-2_run1_water,17.97,0.11,0.12,18.14,0.08,0.07,80,80,05fs
1970,edge_lig_3109-2_lig_23487-1_run1_protein,-38.36,0.37,0.4,-38.34,0.74,0.49,78,80,05fs
1971,edge_lig_3109-2_lig_23487-1_run1_water,-42.79,0.22,0.23,-42.68,0.24,0.21,80,80,05fs
1972,edge_lig_3109-2_lig_2739-1_run1_protein,8.0,0.35,0.31,7.47,0.46,0.35,80,80,05fs
1973,edge_lig_3109-2_lig_2739-1_run1_water,6.18,0.15,0.14,6.07,0.17,0.15,80,80,05fs
1384,edge_lig_15014-1_lig_3109-1_run1_protein,-1.88,0.14,0.12,-1.89,0.14,0.17,80,80,default
1385,edge_lig_15014-1_lig_3109-1_run1_water,-2.8,0.2,0.2,-2.75,0.2,0.26,80,80,default
1858,edge_lig_30432-1_lig_3109-1_run1_protein,-20.73,0.15,0.11,-20.68,0.12,0.19,80,80,05fs
1859,edge_lig_30432-1_lig_3109-1_run1_water,-17.41,0.1,0.08,-17.42,0.1,0.11,80,80,05fs
1312,edge_lig_14864-2_lig_3109-1_run1_protein,12.84,0.24,0.32,12.61,0.41,0.38,80,80,default
1313,edge_lig_14864-2_lig_3109-1_run1_water,11.99,0.12,0.1,11.99,0.13,0.13,80,80,default
1958,edge_lig_3109-1_lig_20726-3_run1_protein,-11.69,0.3,0.28,-12.21,0.36,0.29,80,80,05fs
1959,edge_lig_3109-1_lig_20726-3_run1_water,-13.53,0.23,0.25,-13.68,0.31,0.25,80,80,05fs
3190,edge_lig_20760-1_lig_3109-1_run1_protein,-37.1,0.33,0.31,-38.35,0.35,0.6,80,57,default
3191,edge_lig_20760-1_lig_3109-1_run1_water,-34.61,0.15,0.15,-34.53,0.15,0.14,80,73,default
886,edge_lig_22043-1_lig_3109-1_run1_protein,3.3,0.28,0.31,3.82,0.37,0.29,80,80,05fs
887,edge_lig_22043-1_lig_3109-1_run1_water,3.94,0.2,0.18,3.72,0.27,0.22,80,80,05fs
3852,edge_lig_9758-1_lig_3109-1_run1_protein,19.26,0.43,0.39,18.07,0.33,1.09,80,80,05fs
3853,edge_lig_9758-1_lig_3109-1_run1_water,20.24,0.14,0.19,20.2,0.23,0.18,80,80,05fs
2814,edge_lig_19291-2_lig_3109-1_run1_protein,1.45,0.23,0.2,1.89,0.2,0.19,80,79,default
2815,edge_lig_19291-2_lig_3109-1_run1_water,0.65,0.11,0.12,0.55,0.1,0.11,79,76,default
684,edge_lig_20697-1_lig_3109-1_run1_protein,-4.98,0.41,0.41,-5.03,0.51,0.37,80,80,05fs
685,edge_lig_20697-1_lig_3109-1_run1_water,-1.82,0.23,0.2,-1.67,0.18,0.12,80,80,05fs
1546,edge_lig_2764-2_lig_3109-1_run1_protein,32.37,0.34,0.28,32.74,0.27,0.27,80,80,05fs
1547,edge_lig_2764-2_lig_3109-1_run1_water,34.21,0.14,0.14,34.33,0.13,0.12,80,80,05fs
1888,edge_lig_30805-1_lig_3109-1_run1_protein,14.12,0.33,0.37,14.23,0.46,0.35,80,80,05fs
1889,edge_lig_30805-1_lig_3109-1_run1_water,16.53,0.15,0.19,16.64,0.21,0.16,80,80,05fs
1126,edge_lig_25912-1_lig_3109-1_run1_protein,21.66,0.34,0.39,22.29,0.6,0.52,80,80,05fs
1127,edge_lig_25912-1_lig_3109-1_run1_water,24.95,0.26,0.25,25.07,0.38,0.33,80,80,05fs
1956,edge_lig_3109-1_lig_14590-1_run1_protein,49.24,0.5,0.59,49.23,0.96,0.62,80,80,05fs
1957,edge_lig_3109-1_lig_14590-1_run1_water,46.64,0.13,0.13,46.53,0.14,0.12,80,80,05fs
1386,edge_lig_15014-1_lig_39175-2_run1_protein,21.3,0.26,0.33,21.43,0.48,0.36,80,79,default
1387,edge_lig_15014-1_lig_39175-2_run1_water,16.43,0.1,0.1,16.41,0.09,0.07,79,78,default
316,edge_lig_15014-1_lig_23487-2_run1_protein,-40.06,0.23,0.36,-39.32,0.34,0.38,80,80,05fs
317,edge_lig_15014-1_lig_23487-2_run1_water,-43.74,0.29,0.37,-43.19,0.39,0.36,80,80,05fs
1652,edge_lig_2949-1_lig_20759-3_run1_protein,-11.61,0.23,0.24,-11.53,0.32,0.2,80,80,05fs
1653,edge_lig_2949-1_lig_20759-3_run1_water,-13.72,0.2,0.19,-13.5,0.14,0.11,79,80,05fs
1666,edge_lig_2949-1_lig_7105-2_run1_protein,-22.57,0.18,0.19,-21.85,0.19,0.16,80,80,05fs
1667,edge_lig_2949-1_lig_7105-2_run1_water,-20.6,0.18,0.17,-20.5,0.13,0.1,80,80,05fs
1654,edge_lig_2949-1_lig_22030-1_run1_protein,-92.2,0.17,0.18,-92.22,0.17,0.18,80,80,05fs
1655,edge_lig_2949-1_lig_22030-1_run1_water,-92.28,0.2,0.19,-92.94,0.13,0.11,80,80,05fs
1664,edge_lig_2949-1_lig_39316-1_run1_protein,-45.5,0.34,0.38,-45.94,0.25,0.95,80,80,05fs
1665,edge_lig_2949-1_lig_39316-1_run1_water,-47.48,0.26,0.25,-48.15,0.19,0.29,80,80,05fs
1660,edge_lig_2949-1_lig_28182-1_run1_protein,-52.54,0.64,0.65,-52.38,0.58,2.62,80,49,05fs
1661,edge_lig_2949-1_lig_28182-1_run1_water,-54.46,0.23,0.2,-54.71,0.27,0.3,80,80,05fs
1658,edge_lig_2949-1_lig_27572-1_run1_protein,22.85,0.2,0.21,22.78,0.27,0.29,80,80,05fs
1659,edge_lig_2949-1_lig_27572-1_run1_water,21.56,0.18,0.19,22.34,0.13,0.11,80,80,05fs
1646,edge_lig_2949-1_lig_11669-2_run1_protein,-45.42,0.24,0.21,-45.39,0.26,0.32,80,80,05fs
1647,edge_lig_2949-1_lig_11669-2_run1_water,-45.9,0.17,0.15,-46.01,0.11,0.09,80,80,05fs
1650,edge_lig_2949-1_lig_17268-2_run1_protein,-39.47,0.53,0.46,-38.6,0.34,2.93,80,80,05fs
1651,edge_lig_2949-1_lig_17268-2_run1_water,-39.14,0.14,0.14,-39.08,0.14,0.13,80,80,05fs
1662,edge_lig_2949-1_lig_30810-2_run1_protein,-97.31,0.47,0.47,-95.66,0.83,0.7,80,80,05fs
1663,edge_lig_2949-1_lig_30810-2_run1_water,-99.14,0.18,0.2,-99.28,0.22,0.23,80,80,05fs
1296,edge_lig_14864-1_lig_19263-1_run1_protein,44.95,0.26,0.22,44.73,0.23,0.26,80,80,default
1297,edge_lig_14864-1_lig_19263-1_run1_water,43.56,0.27,0.21,43.74,0.16,0.34,80,80,default
2940,edge_lig_20706-3_lig_19263-1_run1_protein,1.06,0.85,1.35,-1.42,0.26,128.03,80,80,default
2941,edge_lig_20706-3_lig_19263-1_run1_water,-0.15,0.14,0.15,-0.18,0.18,0.18,78,80,default
2782,edge_lig_19263-1_lig_20754-1_run1_protein,-30.13,0.73,0.91,-28.33,0.87,44.44,80,80,default
2783,edge_lig_19263-1_lig_20754-1_run1_water,-29.31,0.23,0.24,-29.23,0.32,0.26,80,80,default
544,edge_lig_11363-1_lig_19263-1_run1_protein,212.34,0.5,0.51,210.32,0.49,4.8,80,80,default
545,edge_lig_11363-1_lig_19263-1_run1_water,215.44,0.25,0.25,215.31,0.35,0.37,80,80,default
2784,edge_lig_19263-1_lig_29670-1_run1_protein,-10.06,0.71,0.6,-9.84,0.79,2.32,80,80,default
2785,edge_lig_19263-1_lig_29670-1_run1_water,-14.15,0.18,0.18,-14.04,0.19,0.24,80,80,default
1644,edge_lig_15551-1_lig_19263-1_run1_protein,42.31,0.34,0.41,41.74,0.56,0.51,80,80,default
1645,edge_lig_15551-1_lig_19263-1_run1_water,45.34,0.16,0.15,45.36,0.15,0.18,80,80,default
1606,edge_lig_28463-1_lig_7103-1_run1_protein,-5.26,0.26,0.32,-5.02,0.31,0.32,80,80,05fs
1607,edge_lig_28463-1_lig_7103-1_run1_water,-6.23,0.15,0.15,-6.22,0.14,0.16,80,80,05fs
1602,edge_lig_28463-1_lig_18872-1_run1_protein,54.84,0.54,0.42,55.69,0.29,1.98,80,80,05fs
1603,edge_lig_28463-1_lig_18872-1_run1_water,50.28,0.16,0.14,50.25,0.13,0.19,80,80,05fs
1638,edge_lig_29260-1_lig_28463-1_run1_protein,-59.0,0.48,0.38,-58.94,0.56,0.69,80,80,05fs
1639,edge_lig_29260-1_lig_28463-1_run1_water,-55.94,0.2,0.21,-56.01,0.22,0.24,80,80,05fs
1912,edge_lig_30807-1_lig_28463-1_run1_protein,-14.62,0.68,0.52,-14.78,0.5,1.96,80,80,05fs
1913,edge_lig_30807-1_lig_28463-1_run1_water,-13.27,0.44,0.4,-13.71,0.66,0.63,80,80,05fs
3438,edge_lig_4558-1_lig_30432-4_run1_protein,28.09,0.47,0.38,29.26,0.25,2.22,80,80,05fs
3439,edge_lig_4558-1_lig_30432-4_run1_water,25.75,0.14,0.14,25.66,0.16,0.15,80,80,05fs
82,edge_lig_10202-2_lig_30432-4_run1_protein,2.97,0.34,0.35,2.53,0.68,0.47,80,80,default
83,edge_lig_10202-2_lig_30432-4_run1_water,-0.27,0.12,0.1,-0.31,0.12,0.12,80,80,default
1732,edge_lig_29657-1_lig_30432-4_run1_protein,26.21,0.46,0.41,25.51,0.36,3.41,80,80,05fs
1733,edge_lig_29657-1_lig_30432-4_run1_water,22.6,0.17,0.19,22.63,0.27,0.25,80,80,05fs
1866,edge_lig_30432-4_lig_32276-4_run1_protein,-5.17,0.6,0.57,-3.91,0.4,13.62,80,80,05fs
1867,edge_lig_30432-4_lig_32276-4_run1_water,3.54,0.2,0.16,3.56,0.23,0.19,80,80,05fs
1860,edge_lig_30432-2_lig_22-1_run1_protein,1.59,0.27,0.29,1.22,0.35,0.31,80,80,05fs
1861,edge_lig_30432-2_lig_22-1_run1_water,4.75,0.12,0.15,5.04,0.15,0.14,80,80,05fs
1864,edge_lig_30432-2_lig_5700-1_run1_protein,-25.61,0.36,0.27,-25.43,0.33,0.5,80,80,05fs
1865,edge_lig_30432-2_lig_5700-1_run1_water,-24.04,0.16,0.2,-23.84,0.23,0.2,80,80,05fs
1862,edge_lig_30432-2_lig_3371-1_run1_protein,-16.71,0.45,0.35,-16.65,0.52,1.23,80,80,05fs
1863,edge_lig_30432-2_lig_3371-1_run1_water,-11.4,0.17,0.15,-11.39,0.19,0.18,80,80,05fs
390,edge_lig_10913-1_lig_30432-2_run1_protein,4.89,0.33,0.32,5.21,0.3,0.57,80,80,default
391,edge_lig_10913-1_lig_30432-2_run1_water,2.36,0.2,0.16,2.02,0.17,0.17,80,80,default
2748,edge_lig_39331-1_lig_30432-2_run1_protein,-6.48,0.35,0.42,-6.7,0.62,0.57,80,80,05fs
2749,edge_lig_39331-1_lig_30432-2_run1_water,-9.91,0.17,0.16,-10.07,0.21,0.16,80,80,05fs
3104,edge_lig_42436-1_lig_30432-2_run1_protein,17.39,0.35,0.35,17.31,0.45,0.37,80,80,05fs
3105,edge_lig_42436-1_lig_30432-2_run1_water,15.91,0.32,0.27,15.74,0.44,0.35,80,80,05fs
1852,edge_lig_30432-1_lig_20745-2_run1_protein,20.08,0.29,0.31,20.6,0.3,0.16,80,80,05fs
1853,edge_lig_30432-1_lig_20745-2_run1_water,20.69,0.15,0.17,20.37,0.19,0.15,80,80,05fs
