,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,source_file
620,edge_lig_18910-2_lig_40523-1_run1_protein,26.2,0.77,0.63,22.37,0.56,56.1,80,80,05fs
621,edge_lig_18910-2_lig_40523-1_run1_water,20.7,0.21,0.23,20.73,0.21,0.13,80,79,05fs
7454,edge_lig_43118-1_lig_40523-1_run1_protein,17.48,0.78,0.79,15.14,0.98,1.04,50,69,default
7455,edge_lig_43118-1_lig_40523-1_run1_water,22.23,0.32,0.27,21.83,0.24,0.15,41,57,default
4386,edge_lig_26097-1_lig_40523-1_run1_protein,-19.3,1.3,1.55,-25.4,1.98,24.22,37,71,default
4387,edge_lig_26097-1_lig_40523-1_run1_water,-23.43,0.63,0.56,-23.32,0.61,0.43,10,43,default
5942,edge_lig_3534-1_lig_10202-2_run1_protein,12.45,0.38,0.41,12.2,0.55,0.34,80,24,default
5943,edge_lig_3534-1_lig_10202-2_run1_water,13.16,0.35,0.28,12.99,0.26,0.2,57,16,default
84,edge_lig_10202-2_lig_35182-1_run1_protein,-28.8,0.8,1.09,-26.31,0.84,5.92,30,80,default
85,edge_lig_10202-2_lig_35182-1_run1_water,-26.88,0.44,0.38,-28.02,0.52,0.26,43,26,default
7020,edge_lig_41301-1_lig_10202-2_run1_protein,7.99,0.33,0.4,7.09,0.53,0.86,73,51,default
7021,edge_lig_41301-1_lig_10202-2_run1_water,11.63,0.16,0.15,11.66,0.2,0.2,69,57,default
90,edge_lig_10202-2_lig_3846-2_run1_protein,-26.84,0.51,0.52,-27.24,0.54,0.71,66,80,default
91,edge_lig_10202-2_lig_3846-2_run1_water,-31.99,0.24,0.23,-32.05,0.18,0.14,73,35,default
68,edge_lig_10202-2_lig_21317-1_run1_protein,-75.32,0.67,0.73,-75.29,1.13,9.06,80,80,default
69,edge_lig_10202-2_lig_21317-1_run1_water,-77.31,0.21,0.25,-76.22,0.17,0.14,80,79,default
94,edge_lig_10202-2_lig_907-1_run1_protein,-23.4,0.49,0.51,-21.21,0.8,0.93,80,80,default
95,edge_lig_10202-2_lig_907-1_run1_water,-23.52,0.15,0.13,-23.54,0.13,0.16,74,80,default
80,edge_lig_10202-2_lig_2895-1_run1_protein,7.61,0.68,0.73,7.35,0.6,0.49,55,10,default
81,edge_lig_10202-2_lig_2895-1_run1_water,6.71,0.55,0.42,6.51,0.57,0.52,49,14,default
30,edge_lig_10202-2_lig_23260-2_run1_protein,53.31,0.16,0.2,53.48,0.2,0.15,80,80,05fs
31,edge_lig_10202-2_lig_23260-2_run1_water,51.34,0.15,0.17,52.36,0.15,0.11,71,80,05fs
3076,edge_lig_42392-1_lig_10202-2_run1_protein,37.9,0.31,0.44,37.2,0.59,0.46,80,80,05fs
3077,edge_lig_42392-1_lig_10202-2_run1_water,40.95,0.16,0.17,41.39,0.16,0.14,80,80,05fs
2456,edge_lig_36541-1_lig_10202-2_run1_protein,20.47,0.42,0.4,20.33,0.56,0.54,80,80,05fs
2457,edge_lig_36541-1_lig_10202-2_run1_water,15.02,0.3,0.29,14.5,0.27,0.16,79,80,05fs
2876,edge_lig_19653-1_lig_659-1_run1_protein,76.24,0.53,0.4,75.08,0.22,1.45,80,80,default
2877,edge_lig_19653-1_lig_659-1_run1_water,78.59,0.18,0.19,78.66,0.25,0.2,80,79,default
4238,edge_lig_2560-1_lig_659-1_run1_protein,-21.72,0.23,0.21,-21.8,0.31,0.43,80,80,default
4239,edge_lig_2560-1_lig_659-1_run1_water,-19.23,0.15,0.13,-19.29,0.12,0.15,80,78,default
7276,edge_lig_42434-1_lig_659-1_run1_protein,12.99,0.49,0.53,13.42,0.33,0.51,80,67,default
7277,edge_lig_42434-1_lig_659-1_run1_water,13.98,0.37,0.31,14.14,0.32,0.19,22,49,default
4428,edge_lig_26586-1_lig_659-1_run1_protein,9.07,0.55,0.66,9.69,0.87,0.6,70,16,default
4429,edge_lig_26586-1_lig_659-1_run1_water,11.78,0.13,0.13,11.78,0.16,0.14,70,50,default
2814,edge_lig_3987-1_lig_659-1_run1_protein,44.2,0.46,0.42,44.94,0.56,0.31,80,80,05fs
2815,edge_lig_3987-1_lig_659-1_run1_water,45.95,0.76,0.52,46.4,0.28,0.16,72,79,05fs
8198,edge_lig_659-1_lig_11786-2_run1_protein,-27.28,0.42,0.38,-27.26,0.35,1.47,55,73,default
8199,edge_lig_659-1_lig_11786-2_run1_water,-28.51,0.16,0.17,-28.4,0.17,0.19,53,79,default
5238,edge_lig_29872-2_lig_659-1_run1_protein,32.69,0.43,0.37,32.74,0.58,0.52,42,80,default
5239,edge_lig_29872-2_lig_659-1_run1_water,36.8,0.27,0.25,36.87,0.18,0.14,50,67,default
604,edge_lig_18795-2_lig_659-1_run1_protein,29.17,0.5,0.41,29.51,0.51,0.36,80,80,05fs
605,edge_lig_18795-2_lig_659-1_run1_water,33.73,0.18,0.23,33.73,0.19,0.11,80,80,05fs
8206,edge_lig_659-1_lig_907-4_run1_protein,-27.75,0.73,0.67,-25.96,0.28,17.57,52,80,default
8207,edge_lig_659-1_lig_907-4_run1_water,-27.99,0.24,0.24,-27.4,0.16,0.11,52,74,default
8204,edge_lig_659-1_lig_907-1_run1_protein,-28.51,0.59,0.57,-27.84,0.45,1.38,65,72,default
8205,edge_lig_659-1_lig_907-1_run1_water,-29.71,0.32,0.27,-29.68,0.15,0.12,53,46,default
568,edge_lig_18148-1_lig_659-1_run1_protein,13.67,0.23,0.33,13.82,0.4,0.25,80,80,05fs
569,edge_lig_18148-1_lig_659-1_run1_water,10.9,0.23,0.19,10.82,0.35,0.26,80,74,05fs
8262,edge_lig_6709-1_lig_659-1_run1_protein,-0.14,0.34,0.38,0.08,0.39,0.47,39,45,default
8263,edge_lig_6709-1_lig_659-1_run1_water,2.31,0.16,0.19,2.18,0.13,0.11,48,26,default
8462,edge_lig_8-1_lig_659-1_run1_protein,0.48,0.3,0.36,0.8,0.43,0.3,40,33,default
8463,edge_lig_8-1_lig_659-1_run1_water,1.4,0.13,0.14,1.31,0.11,0.11,29,40,default
8394,edge_lig_7258-2_lig_659-1_run1_protein,22.07,0.42,0.44,22.15,0.66,0.34,36,63,default
8395,edge_lig_7258-2_lig_659-1_run1_water,29.86,0.28,0.23,29.91,0.26,0.19,46,43,default
1586,edge_lig_15514-2_lig_659-1_run1_protein,22.17,0.42,0.47,21.45,0.72,0.44,74,61,default
1587,edge_lig_15514-2_lig_659-1_run1_water,26.89,0.4,0.41,26.84,0.34,0.2,24,45,default
7698,edge_lig_44391-2_lig_659-1_run1_protein,20.18,0.53,0.54,19.29,0.65,0.65,78,45,default
7699,edge_lig_44391-2_lig_659-1_run1_water,22.15,0.28,0.31,21.68,0.35,0.23,36,32,default
3592,edge_lig_21664-2_lig_659-1_run1_protein,42.82,0.83,0.88,41.62,0.56,8.69,49,19,default
3593,edge_lig_21664-2_lig_659-1_run1_water,48.5,0.25,0.25,48.44,0.3,0.22,35,42,default
3940,edge_lig_23287-1_lig_659-1_run1_protein,-17.06,0.63,0.64,-18.14,0.87,0.98,75,44,default
3941,edge_lig_23287-1_lig_659-1_run1_water,-15.08,0.36,0.35,-15.4,0.3,0.17,67,54,default
3850,edge_lig_2232-1_lig_659-1_run1_protein,-8.17,0.83,0.9,-8.56,0.67,0.66,18,29,default
3851,edge_lig_2232-1_lig_659-1_run1_water,-2.81,0.22,0.2,-3.07,0.28,0.2,40,33,default
3674,edge_lig_21837-1_lig_659-1_run1_protein,41.82,0.46,0.5,42.24,0.49,0.37,31,28,default
3675,edge_lig_21837-1_lig_659-1_run1_water,47.0,0.39,0.38,46.55,0.38,0.25,33,17,default
6910,edge_lig_40488-1_lig_659-1_run1_protein,11.95,1.18,0.88,12.44,0.4,8.62,17,28,default
6911,edge_lig_40488-1_lig_659-1_run1_water,16.65,0.37,0.34,16.55,0.45,0.31,14,42,default
4154,edge_lig_24905-2_lig_5944-1_run1_protein,-104.52,0.83,0.75,-105.83,0.85,0.71,51,18,default
4155,edge_lig_24905-2_lig_5944-1_run1_water,-103.75,0.62,0.64,-104.1,0.8,0.47,12,28,default
1048,edge_lig_24905-2_lig_18795-2_run1_protein,-65.68,0.64,0.54,-67.31,0.51,0.23,80,40,05fs
1049,edge_lig_24905-2_lig_18795-2_run1_water,-70.62,0.6,0.69,-71.87,0.25,0.16,80,42,05fs
3478,edge_lig_4814-1_lig_24905-2_run1_protein,50.26,0.47,0.4,50.05,0.34,0.18,79,80,05fs
3479,edge_lig_4814-1_lig_24905-2_run1_water,51.81,0.49,0.52,52.12,0.21,0.13,80,80,05fs
3468,edge_lig_4633-1_lig_24905-2_run1_protein,44.63,0.48,0.45,45.29,0.46,0.21,71,80,05fs
3469,edge_lig_4633-1_lig_24905-2_run1_water,44.98,0.72,0.46,52.14,0.63,0.29,45,80,05fs
5348,edge_lig_30724-1_lig_15657-1_run1_protein,-5.01,0.57,0.47,-6.17,0.82,9.17,80,80,default
5349,edge_lig_30724-1_lig_15657-1_run1_water,-2.52,0.3,0.25,-2.52,0.24,0.45,80,80,default
1224,edge_lig_26212-1_lig_10935-1_run1_protein,-44.14,0.45,0.65,-44.54,1.01,0.59,80,80,05fs
1225,edge_lig_26212-1_lig_10935-1_run1_water,-46.2,0.91,0.74,-46.72,0.4,0.19,80,55,05fs
5448,edge_lig_3100-1_lig_26212-1_run1_protein,-2.1,0.32,0.28,-1.73,0.24,0.35,64,76,default
5449,edge_lig_3100-1_lig_26212-1_run1_water,1.59,0.22,0.25,1.59,0.22,0.17,28,39,default
4396,edge_lig_26212-1_lig_23087-1_run1_protein,-43.01,0.37,0.32,-43.01,0.25,0.6,80,71,default
4397,edge_lig_26212-1_lig_23087-1_run1_water,-45.7,0.32,0.32,-45.23,0.27,0.25,17,20,default
4398,edge_lig_26212-1_lig_35136-1_run1_protein,-105.23,0.33,0.32,-105.47,0.43,0.35,69,79,default
4399,edge_lig_26212-1_lig_35136-1_run1_water,-109.47,0.5,0.37,-108.78,0.4,0.28,11,31,default
1226,edge_lig_26212-1_lig_16278-1_run1_protein,21.93,0.45,0.45,22.86,0.65,0.45,80,80,05fs
1227,edge_lig_26212-1_lig_16278-1_run1_water,26.25,1.48,0.92,11.2,1.62,0.46,63,28,05fs
1834,edge_lig_30369-1_lig_11308-2_run1_protein,18.25,0.66,0.61,16.96,0.51,4.04,80,80,05fs
1835,edge_lig_30369-1_lig_11308-2_run1_water,17.3,0.24,0.23,17.31,0.26,0.23,80,80,05fs
312,edge_lig_14990-1_lig_30369-1_run1_protein,118.8,0.55,0.49,117.75,0.48,2.07,80,80,05fs
313,edge_lig_14990-1_lig_30369-1_run1_water,120.08,0.35,0.39,121.94,0.39,0.22,69,80,05fs
1840,edge_lig_30369-1_lig_3846-2_run1_protein,-15.19,0.81,0.87,-16.42,0.39,1.5,80,80,05fs
1841,edge_lig_30369-1_lig_3846-2_run1_water,-12.97,0.31,0.37,-14.45,0.32,0.2,80,76,05fs
1838,edge_lig_30369-1_lig_27607-2_run1_protein,-19.7,0.57,0.56,-20.7,0.89,0.66,80,80,05fs
1839,edge_lig_30369-1_lig_27607-2_run1_water,-16.35,0.42,0.38,-20.44,0.32,0.19,80,56,05fs
1830,edge_lig_30366-1_lig_27611-2_run1_protein,5.07,0.55,0.57,4.03,0.61,0.3,80,39,05fs
1831,edge_lig_30366-1_lig_27611-2_run1_water,12.91,1.35,1.41,6.14,0.58,0.25,80,52,05fs
2384,edge_lig_36090-1_lig_39208-1_run1_protein,30.19,0.44,0.36,31.2,0.52,0.76,80,80,05fs
2385,edge_lig_36090-1_lig_39208-1_run1_water,32.56,0.45,0.47,32.26,0.36,0.19,79,80,05fs
106,edge_lig_11308-1_lig_9924-1_run1_protein,-55.74,0.32,0.29,-56.64,0.38,0.19,79,80,05fs
107,edge_lig_11308-1_lig_9924-1_run1_water,-55.68,0.4,0.3,-53.44,0.34,0.2,72,80,05fs
494,edge_lig_11308-1_lig_21119-1_run1_protein,-17.2,0.39,0.68,-18.75,0.29,3.04,80,80,default
495,edge_lig_11308-1_lig_21119-1_run1_water,-17.8,0.18,0.16,-17.87,0.17,0.18,80,77,default
104,edge_lig_11308-1_lig_5944-1_run1_protein,-51.89,0.36,0.42,-53.19,0.34,0.17,80,80,05fs
105,edge_lig_11308-1_lig_5944-1_run1_water,-52.13,0.26,0.26,-52.71,0.29,0.17,80,80,05fs
100,edge_lig_11308-1_lig_3100-1_run1_protein,-62.01,0.3,0.33,-61.76,0.39,0.18,75,80,05fs
101,edge_lig_11308-1_lig_3100-1_run1_water,-59.88,0.59,0.68,-57.88,0.26,0.18,70,80,05fs
508,edge_lig_11308-1_lig_8-1_run1_protein,6.71,0.36,0.34,6.19,0.37,0.52,80,80,default
509,edge_lig_11308-1_lig_8-1_run1_water,8.2,0.25,0.28,8.3,0.37,0.47,79,80,default
5052,edge_lig_29372-1_lig_19130-1_run1_protein,-35.36,0.66,0.64,-34.67,0.56,1.22,80,80,default
5053,edge_lig_29372-1_lig_19130-1_run1_water,-38.03,0.2,0.22,-38.2,0.27,0.23,80,80,default
110,edge_lig_11308-2_lig_40353-1_run1_protein,-52.8,0.65,0.67,-55.53,0.45,0.21,76,80,05fs
111,edge_lig_11308-2_lig_40353-1_run1_water,-57.76,0.62,0.38,-54.95,0.23,0.13,53,80,05fs
518,edge_lig_11308-2_lig_21286-3_run1_protein,-46.35,0.35,0.35,-46.8,0.64,0.66,77,80,default
519,edge_lig_11308-2_lig_21286-3_run1_water,-45.66,0.24,0.18,-45.75,0.22,0.23,76,64,default
108,edge_lig_11308-2_lig_24607-1_run1_protein,-118.74,0.39,0.43,-118.61,0.4,0.19,74,80,05fs
109,edge_lig_11308-2_lig_24607-1_run1_water,-120.74,0.45,0.68,-116.26,0.39,0.21,52,80,05fs
7012,edge_lig_41299-1_lig_19653-1_run1_protein,-54.26,0.79,0.99,-57.21,0.82,25.96,80,80,default
7013,edge_lig_41299-1_lig_19653-1_run1_water,-59.76,0.2,0.18,-59.79,0.21,0.22,80,80,default
824,edge_lig_21353-1_lig_35182-1_run1_protein,-3.43,0.38,0.34,-4.12,0.4,0.36,80,80,05fs
825,edge_lig_21353-1_lig_35182-1_run1_water,0.73,0.43,0.58,0.09,0.3,0.18,79,72,05fs
822,edge_lig_21353-1_lig_35138-1_run1_protein,-22.25,0.28,0.24,-22.44,0.37,0.26,77,80,05fs
823,edge_lig_21353-1_lig_35138-1_run1_water,-22.33,0.17,0.17,-22.33,0.13,0.1,71,80,05fs
3486,edge_lig_21353-1_lig_3846-1_run1_protein,-0.29,0.38,0.31,-0.98,0.43,0.42,47,56,default
3487,edge_lig_21353-1_lig_3846-1_run1_water,0.77,0.31,0.28,0.87,0.23,0.25,51,15,default
4236,edge_lig_2560-1_lig_4950-1_run1_protein,-20.94,0.26,0.25,-21.2,0.3,0.2,79,77,default
4237,edge_lig_2560-1_lig_4950-1_run1_water,-20.14,0.25,0.22,-20.31,0.22,0.17,60,30,default
7366,edge_lig_42976-1_lig_4950-1_run1_protein,18.5,0.32,0.31,18.77,0.48,0.34,80,80,default
7367,edge_lig_42976-1_lig_4950-1_run1_water,19.1,0.18,0.15,19.18,0.18,0.17,80,80,default
3376,edge_lig_21286-4_lig_4950-1_run1_protein,28.75,0.58,0.53,28.14,0.24,1.72,30,70,default
3377,edge_lig_21286-4_lig_4950-1_run1_water,28.09,0.16,0.17,28.09,0.17,0.16,55,75,default
6656,edge_lig_3862-1_lig_4950-1_run1_protein,76.86,0.45,0.43,76.55,0.64,0.65,43,61,default
6657,edge_lig_3862-1_lig_4950-1_run1_water,81.44,0.24,0.23,81.51,0.26,0.21,35,25,default
8012,edge_lig_4950-1_lig_21317-1_run1_protein,-80.41,0.53,0.55,-79.72,0.73,1.64,74,63,default
8013,edge_lig_4950-1_lig_21317-1_run1_water,-83.5,0.22,0.21,-83.45,0.26,0.2,26,30,default
8014,edge_lig_4950-1_lig_40049-1_run1_protein,-15.87,0.34,0.33,-16.04,0.34,0.49,80,80,default
8015,edge_lig_4950-1_lig_40049-1_run1_water,-18.56,0.11,0.12,-18.53,0.15,0.16,80,80,default
434,edge_lig_10913-2_lig_4950-1_run1_protein,7.33,0.27,0.25,7.65,0.34,0.31,80,80,default
435,edge_lig_10913-2_lig_4950-1_run1_water,7.36,0.17,0.14,7.55,0.17,0.15,80,77,default
8010,edge_lig_4950-1_lig_10198-1_run1_protein,-10.39,0.67,0.55,-10.06,1.05,2.52,80,80,default
8011,edge_lig_4950-1_lig_10198-1_run1_water,-11.83,0.32,0.4,-12.24,0.56,0.4,79,80,default
1174,edge_lig_14587-1_lig_27567-1_run1_protein,20.53,0.83,0.99,15.78,1.19,16.95,80,80,default
1175,edge_lig_14587-1_lig_27567-1_run1_water,17.44,0.21,0.22,17.7,0.26,0.24,80,78,default
1502,edge_lig_15410-1_lig_14595-1_run1_protein,109.66,0.9,0.8,107.73,0.5,106.43,79,80,default
1503,edge_lig_15410-1_lig_14595-1_run1_water,104.79,0.18,0.15,104.67,0.18,0.19,80,80,default
5396,edge_lig_30807-1_lig_14590-1_run1_protein,15.88,0.52,0.58,15.8,0.53,2.15,80,80,default
5397,edge_lig_30807-1_lig_14590-1_run1_water,15.01,0.21,0.23,15.13,0.25,0.23,72,80,default
404,edge_lig_16315-1_lig_10315-1_run1_protein,41.94,0.28,0.29,41.29,0.31,0.18,80,80,05fs
405,edge_lig_16315-1_lig_10315-1_run1_water,39.65,0.18,0.15,39.62,0.21,0.16,80,80,05fs
606,edge_lig_18799-2_lig_10315-1_run1_protein,124.36,0.3,0.28,124.06,0.49,0.24,80,80,05fs
607,edge_lig_18799-2_lig_10315-1_run1_water,125.46,0.5,0.47,125.43,0.26,0.15,80,80,05fs
1036,edge_lig_2485-2_lig_10315-1_run1_protein,-26.77,0.82,0.9,-29.66,0.63,0.28,68,30,05fs
1037,edge_lig_2485-2_lig_10315-1_run1_water,-29.21,0.59,0.56,-36.07,0.38,0.23,80,17,05fs
8656,edge_lig_907-2_lig_10315-1_run1_protein,51.71,0.56,0.47,51.17,0.31,1.24,56,80,default
8657,edge_lig_907-2_lig_10315-1_run1_water,45.76,0.39,0.32,46.19,0.36,0.18,46,78,default
3704,edge_lig_8-1_lig_10315-1_run1_protein,22.37,0.35,0.34,22.3,0.45,0.26,80,80,05fs
3705,edge_lig_8-1_lig_10315-1_run1_water,21.7,0.32,0.24,23.68,0.37,0.27,68,80,05fs
90,edge_lig_10913-2_lig_10315-1_run1_protein,24.42,0.42,0.37,24.55,0.33,0.17,80,80,05fs
91,edge_lig_10913-2_lig_10315-1_run1_water,24.62,0.16,0.16,24.66,0.19,0.17,80,80,05fs
8668,edge_lig_9412-1_lig_10315-1_run1_protein,26.61,0.86,0.59,27.3,0.93,0.69,11,80,default
8669,edge_lig_9412-1_lig_10315-1_run1_water,21.69,0.25,0.26,22.03,0.27,0.22,28,80,default
2390,edge_lig_36109-2_lig_10315-1_run1_protein,84.17,0.47,0.51,84.1,1.01,0.54,80,80,05fs
2391,edge_lig_36109-2_lig_10315-1_run1_water,80.45,0.53,0.53,80.88,0.21,0.13,79,80,05fs
6420,edge_lig_37443-2_lig_38553-1_run1_protein,-55.53,0.75,0.59,-52.56,0.27,131.43,80,80,default
6421,edge_lig_37443-2_lig_38553-1_run1_water,-49.89,0.52,0.4,-49.45,0.5,0.58,80,80,default
782,edge_lig_21081-1_lig_8144-1_run1_protein,4.9,0.2,0.22,5.02,0.19,0.24,80,80,05fs
783,edge_lig_21081-1_lig_8144-1_run1_water,6.56,0.46,0.41,3.16,0.63,0.3,65,36,05fs
776,edge_lig_21081-1_lig_16271-1_run1_protein,17.08,0.31,0.39,17.0,0.48,0.32,80,80,05fs
777,edge_lig_21081-1_lig_16271-1_run1_water,18.66,0.42,0.4,18.03,0.46,0.25,74,48,05fs
3892,edge_lig_23087-1_lig_21081-1_run1_protein,68.56,0.36,0.33,69.24,0.26,0.59,80,69,default
3893,edge_lig_23087-1_lig_21081-1_run1_water,68.69,0.29,0.27,68.43,0.3,0.24,35,13,default
778,edge_lig_21081-1_lig_30363-1_run1_protein,22.57,0.68,0.67,23.07,0.34,0.17,79,80,05fs
779,edge_lig_21081-1_lig_30363-1_run1_water,18.9,0.46,0.35,24.18,0.27,0.18,24,80,05fs
6080,edge_lig_35648-1_lig_39667-1_run1_protein,-110.38,0.59,0.57,-108.12,0.46,0.65,80,80,default
6081,edge_lig_35648-1_lig_39667-1_run1_water,-109.15,0.42,0.41,-109.91,0.56,0.58,80,80,default
1488,edge_lig_27607-1_lig_40353-1_run1_protein,22.8,0.53,0.48,21.34,1.11,0.67,80,80,05fs
1489,edge_lig_27607-1_lig_40353-1_run1_water,8.82,0.84,0.84,11.91,1.06,0.3,71,80,05fs
6848,edge_lig_40353-1_lig_3846-1_run1_protein,-24.75,0.75,0.71,-24.32,0.34,3.13,77,78,default
6849,edge_lig_40353-1_lig_3846-1_run1_water,-18.29,1.43,1.2,-18.86,1.52,0.64,14,11,default
1556,edge_lig_2769-1_lig_40353-1_run1_protein,-14.52,1.34,1.55,-16.16,2.09,0.83,80,80,05fs
1557,edge_lig_2769-1_lig_40353-1_run1_water,-11.63,0.67,0.75,-12.96,0.82,0.27,80,76,05fs
2268,edge_lig_17791-1_lig_26740-2_run1_protein,14.63,0.7,0.76,15.14,1.03,0.71,80,55,default
2269,edge_lig_17791-1_lig_26740-2_run1_water,14.33,0.45,0.35,14.52,0.61,0.4,72,68,default
1576,edge_lig_28122-1_lig_26740-2_run1_protein,-48.13,0.26,0.27,-48.3,0.38,0.31,80,80,05fs
1577,edge_lig_28122-1_lig_26740-2_run1_water,-53.55,0.76,0.67,-51.99,0.55,0.27,65,69,05fs
5764,edge_lig_3454-1_lig_26740-2_run1_protein,18.02,0.71,0.9,18.19,0.9,0.64,10,80,default
5765,edge_lig_3454-1_lig_26740-2_run1_water,16.9,0.33,0.35,17.29,0.42,0.37,12,11,default
2518,edge_lig_18165-1_lig_35181-5_run1_protein,-48.86,0.54,0.47,-48.59,0.19,5.05,80,80,default
2519,edge_lig_18165-1_lig_35181-5_run1_water,-49.74,0.35,0.38,-49.35,0.54,0.58,80,79,default
2432,edge_lig_18145-1_lig_35181-5_run1_protein,-44.26,0.75,0.85,-42.66,1.44,2.01,80,80,default
2433,edge_lig_18145-1_lig_35181-5_run1_water,-46.2,0.56,0.59,-46.31,0.47,1.4,80,80,default
290,edge_lig_14695-2_lig_3862-1_run1_protein,5.15,0.51,0.41,2.94,1.22,0.5,33,14,05fs
291,edge_lig_14695-2_lig_3862-1_run1_water,11.07,0.35,0.35,9.72,0.36,0.19,66,55,05fs
288,edge_lig_14695-2_lig_35134-1_run1_protein,-28.65,0.46,0.64,-28.01,1.13,0.57,80,80,05fs
289,edge_lig_14695-2_lig_35134-1_run1_water,-33.53,0.29,0.29,-32.98,0.42,0.23,80,80,05fs
1272,edge_lig_14695-2_lig_6706-1_run1_protein,86.12,0.56,0.45,85.5,0.52,0.72,80,80,default
1273,edge_lig_14695-2_lig_6706-1_run1_water,86.71,0.16,0.17,86.65,0.2,0.17,77,77,default
3368,edge_lig_21286-4_lig_23017-1_run1_protein,-25.73,0.67,0.81,-26.13,0.91,0.69,57,61,default
3369,edge_lig_21286-4_lig_23017-1_run1_water,-29.38,0.34,0.32,-30.08,0.31,0.22,63,33,default
2408,edge_lig_3635-1_lig_23017-1_run1_protein,-21.68,0.3,0.27,-21.76,0.35,0.21,80,80,05fs
2409,edge_lig_3635-1_lig_23017-1_run1_water,-23.44,0.34,0.41,-22.7,0.54,0.43,77,80,05fs
2780,edge_lig_39834-2_lig_23017-1_run1_protein,-23.59,0.34,0.36,-23.58,0.33,0.19,80,80,05fs
2781,edge_lig_39834-2_lig_23017-1_run1_water,-22.91,0.67,0.52,-19.27,0.79,0.37,65,78,05fs
2900,edge_lig_40957-2_lig_23017-1_run1_protein,-25.8,0.59,0.68,-25.98,0.84,0.52,80,80,05fs
2901,edge_lig_40957-2_lig_23017-1_run1_water,-22.63,0.56,0.42,-25.99,0.29,0.17,79,75,05fs
2104,edge_lig_33376-1_lig_23017-1_run1_protein,-45.09,0.37,0.45,-45.75,0.61,0.29,80,80,05fs
2105,edge_lig_33376-1_lig_23017-1_run1_water,-44.87,1.2,1.54,-59.88,0.58,0.26,74,41,05fs
6854,edge_lig_40387-1_lig_37772-2_run1_protein,76.05,1.09,1.13,76.12,1.28,2.68,80,15,default
6855,edge_lig_40387-1_lig_37772-2_run1_water,78.67,0.35,0.3,78.7,0.34,0.21,65,39,default
2838,edge_lig_40387-1_lig_10913-1_run1_protein,80.45,0.4,0.5,79.69,1.1,0.51,80,80,05fs
2839,edge_lig_40387-1_lig_10913-1_run1_water,85.41,0.26,0.23,84.6,0.29,0.17,80,73,05fs
8646,edge_lig_9027-1_lig_40387-1_run1_protein,166.94,1.3,1.16,166.78,0.83,5.21,19,10,default
8647,edge_lig_9027-1_lig_40387-1_run1_water,163.9,0.32,0.31,163.51,0.42,0.31,23,22,default
1982,edge_lig_31151-1_lig_40387-1_run1_protein,-66.39,0.33,0.41,-67.07,0.48,0.29,80,80,05fs
1983,edge_lig_31151-1_lig_40387-1_run1_water,-72.14,0.56,0.74,-65.96,0.54,0.26,34,80,05fs
2840,edge_lig_40387-1_lig_38906-2_run1_protein,4.68,0.34,0.4,4.22,0.29,0.16,80,77,05fs
2841,edge_lig_40387-1_lig_38906-2_run1_water,4.2,0.46,0.31,3.37,0.21,0.14,80,68,05fs
472,edge_lig_17301-1_lig_40866-1_run1_protein,-3.93,0.75,0.79,-5.7,0.59,0.77,80,80,05fs
473,edge_lig_17301-1_lig_40866-1_run1_water,-0.98,0.4,0.37,-1.35,0.25,0.15,80,77,05fs
474,edge_lig_17301-1_lig_44212-1_run1_protein,83.75,0.74,1.07,86.27,1.64,0.72,80,80,05fs
475,edge_lig_17301-1_lig_44212-1_run1_water,90.39,0.54,0.88,84.08,0.39,0.18,80,49,05fs
4518,edge_lig_27105-2_lig_27105-1_run1_protein,12.26,0.19,0.17,12.07,0.16,0.22,80,80,default
4519,edge_lig_27105-2_lig_27105-1_run1_water,11.75,0.09,0.1,11.75,0.09,0.1,80,80,default
952,edge_lig_14069-1_lig_21992-1_run1_protein,13.23,0.37,0.34,13.35,0.22,0.74,80,79,default
953,edge_lig_14069-1_lig_21992-1_run1_water,9.3,0.13,0.15,9.24,0.11,0.11,76,80,default
950,edge_lig_14069-1_lig_17919-1_run1_protein,6.04,0.3,0.26,5.81,0.25,0.29,80,63,default
951,edge_lig_14069-1_lig_17919-1_run1_water,5.01,0.29,0.28,5.07,0.34,0.24,37,69,default
3362,edge_lig_21286-4_lig_14069-1_run1_protein,2.74,0.58,0.6,1.51,0.71,0.79,79,80,default
3363,edge_lig_21286-4_lig_14069-1_run1_water,2.83,0.19,0.18,3.19,0.32,0.21,71,48,default
8412,edge_lig_7269-1_lig_14069-1_run1_protein,12.23,0.23,0.24,12.29,0.38,0.29,80,65,default
8413,edge_lig_7269-1_lig_14069-1_run1_water,14.57,0.13,0.14,14.63,0.12,0.12,80,40,default
7980,edge_lig_4814-1_lig_35181-6_run1_protein,-32.95,0.38,0.29,-33.26,0.36,0.48,80,80,default
7981,edge_lig_4814-1_lig_35181-6_run1_water,-33.35,0.34,0.22,-33.43,0.26,0.36,80,80,default
2648,edge_lig_19001-1_lig_21327-1_run1_protein,-48.08,0.8,1.02,-46.77,0.82,10.39,80,80,default
2649,edge_lig_19001-1_lig_21327-1_run1_water,-47.55,0.49,0.41,-47.27,0.82,0.69,80,80,default
