,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,BAR_conv,BAR_conv_abs,BAR_conv_bootstrip,source
423,edge_lig_2025-1_lig_11262-1_run2_water,16.39,0.21,0.24,16.39,0.28,0.27,80,80,-0.06,0.06,0.17,default
424,edge_lig_2025-1_lig_11262-1_run3_protein,15.56,0.31,0.25,15.61,0.3,0.43,80,80,0.33,0.33,0.27,default
425,edge_lig_2025-1_lig_11262-1_run3_water,16.14,0.16,0.15,16.0,0.13,0.23,80,80,0.46,0.46,0.07,default
810,edge_lig_37891-3_lig_4653-1_run1_protein,4.79,0.37,0.35,5.57,0.61,0.67,80,80,0.5,0.5,0.22,default
811,edge_lig_37891-3_lig_4653-1_run1_water,6.17,0.3,0.28,6.53,0.33,0.33,76,80,0.0,0.0,0.14,default
812,edge_lig_37891-3_lig_4653-1_run2_protein,6.05,0.34,0.36,6.27,0.43,0.36,80,79,0.02,0.02,0.16,default
813,edge_lig_37891-3_lig_4653-1_run2_water,6.29,0.24,0.22,6.3,0.35,0.27,71,77,-0.28,0.28,0.12,default
814,edge_lig_37891-3_lig_4653-1_run3_protein,5.81,0.4,0.49,5.31,0.49,0.93,80,80,0.71,0.71,0.10,default
815,edge_lig_37891-3_lig_4653-1_run3_water,5.93,0.29,0.26,5.59,0.19,0.39,76,60,0.61,0.61,0.07,default
804,edge_lig_37891-3_lig_23856-1_run1_protein,44.24,0.32,0.29,44.0,0.3,0.34,78,64,0.08,0.08,0.20,default
805,edge_lig_37891-3_lig_23856-1_run1_water,43.7,0.25,0.29,43.89,0.21,0.14,34,65,-0.39,0.39,0.07,default
182,edge_lig_37891-3_lig_23856-1_run2_protein,44.91,0.37,0.41,44.6,0.48,0.67,62,58,0.6,0.6,0.14,05fs
183,edge_lig_37891-3_lig_23856-1_run2_water,38.61,0.31,0.34,42.47,0.22,0.15,42,80,-0.73,0.73,0.03,05fs
808,edge_lig_37891-3_lig_23856-1_run3_protein,44.23,0.37,0.35,43.3,0.26,1.76,72,80,0.97,0.97,0.01,default
809,edge_lig_37891-3_lig_23856-1_run3_water,43.07,0.18,0.23,43.11,0.23,0.18,24,77,-0.34,0.34,0.07,default
258,edge_lig_13888-4_lig_10776-1_run1_protein,-0.61,0.22,0.19,-0.63,0.13,0.32,80,80,0.66,0.66,0.06,default
259,edge_lig_13888-4_lig_10776-1_run1_water,-2.36,0.28,0.32,-2.45,0.28,0.32,37,61,-0.02,0.02,0.22,default
260,edge_lig_13888-4_lig_10776-1_run2_protein,-1.07,0.2,0.17,-0.95,0.14,0.32,80,80,0.6,0.6,0.12,default
261,edge_lig_13888-4_lig_10776-1_run2_water,-1.62,0.24,0.24,-1.64,0.32,0.36,60,39,0.14,0.14,0.17,default
262,edge_lig_13888-4_lig_10776-1_run3_protein,-0.81,0.18,0.16,-1.01,0.15,0.22,79,80,0.31,0.31,0.15,default
263,edge_lig_13888-4_lig_10776-1_run3_water,-1.12,0.26,0.22,-1.06,0.25,0.23,60,46,-0.15,0.15,0.13,default
1062,edge_lig_4948-1_lig_10776-1_run1_protein,2.65,0.27,0.22,2.5,0.23,0.31,80,80,0.24,0.24,0.14,default
1063,edge_lig_4948-1_lig_10776-1_run1_water,2.37,0.12,0.14,2.52,0.13,0.14,80,80,-0.02,0.02,0.09,default
1064,edge_lig_4948-1_lig_10776-1_run2_protein,2.15,0.22,0.19,2.38,0.16,0.31,80,80,0.56,0.56,0.08,default
1065,edge_lig_4948-1_lig_10776-1_run2_water,2.79,0.2,0.17,2.74,0.23,0.23,80,80,-0.09,0.09,0.13,default
1066,edge_lig_4948-1_lig_10776-1_run3_protein,1.71,0.32,0.3,2.01,0.34,0.44,80,80,0.24,0.24,0.30,default
1067,edge_lig_4948-1_lig_10776-1_run3_water,2.9,0.14,0.11,2.93,0.11,0.12,80,80,0.05,0.05,0.07,default
570,edge_lig_25532-2_lig_10776-1_run1_protein,-3.56,0.25,0.34,-4.96,0.4,0.45,77,80,0.17,0.17,0.23,default
571,edge_lig_25532-2_lig_10776-1_run1_water,-4.98,0.16,0.16,-4.58,0.14,0.12,58,52,-0.26,0.26,0.06,default
572,edge_lig_25532-2_lig_10776-1_run2_protein,-5.99,0.21,0.21,-5.78,0.17,0.17,73,80,-0.07,0.07,0.09,default
573,edge_lig_25532-2_lig_10776-1_run2_water,-4.57,0.17,0.16,-4.51,0.13,0.14,57,39,-0.22,0.22,0.08,default
574,edge_lig_25532-2_lig_10776-1_run3_protein,-2.06,0.19,0.15,-1.89,0.17,0.2,69,80,0.07,0.07,0.09,default
575,edge_lig_25532-2_lig_10776-1_run3_water,-4.66,0.16,0.19,-4.34,0.23,0.19,64,27,-0.08,0.08,0.10,default
918,edge_lig_40642-1_lig_3195-1_run1_protein,-7.07,0.37,0.37,-7.31,0.58,0.53,80,80,-0.19,0.19,0.28,default
919,edge_lig_40642-1_lig_3195-1_run1_water,-8.29,0.23,0.21,-8.46,0.21,0.21,72,79,-0.11,0.11,0.11,default
920,edge_lig_40642-1_lig_3195-1_run2_protein,-7.75,0.26,0.22,-8.29,0.21,0.17,80,80,-0.2,0.2,0.08,default
921,edge_lig_40642-1_lig_3195-1_run2_water,-8.46,0.26,0.22,-8.54,0.24,0.33,79,37,0.2,0.2,0.20,default
922,edge_lig_40642-1_lig_3195-1_run3_protein,-7.28,0.39,0.39,-7.19,1.06,1.02,80,78,-0.67,0.67,0.54,default
923,edge_lig_40642-1_lig_3195-1_run3_water,-8.49,0.23,0.22,-8.32,0.23,0.31,73,73,0.34,0.34,0.23,default
762,edge_lig_3195-1_lig_23856-1_run1_protein,28.02,0.3,0.27,28.5,0.24,0.32,80,80,0.27,0.27,0.21,default
763,edge_lig_3195-1_lig_23856-1_run1_water,27.79,0.14,0.15,27.81,0.18,0.16,62,80,-0.17,0.17,0.08,default
764,edge_lig_3195-1_lig_23856-1_run2_protein,27.55,0.3,0.3,27.61,0.28,0.44,80,80,0.66,0.66,0.08,default
765,edge_lig_3195-1_lig_23856-1_run2_water,28.76,0.18,0.17,28.92,0.16,0.2,80,80,0.14,0.14,0.12,default
766,edge_lig_3195-1_lig_23856-1_run3_protein,25.07,0.41,0.46,26.5,0.47,0.47,80,80,0.25,0.25,0.16,default
767,edge_lig_3195-1_lig_23856-1_run3_water,28.85,0.17,0.15,28.66,0.16,0.15,59,80,-0.19,0.19,0.07,default
516,edge_lig_22930-2_lig_22-1_run1_protein,-27.94,0.48,0.49,-27.43,0.54,3.23,80,80,0.98,0.98,0.01,default
517,edge_lig_22930-2_lig_22-1_run1_water,-26.95,0.31,0.27,-27.43,0.26,0.35,80,77,0.25,0.25,0.21,default
518,edge_lig_22930-2_lig_22-1_run2_protein,-30.46,0.53,0.5,-30.51,0.24,3.8,80,80,0.99,0.99,0.00,default
519,edge_lig_22930-2_lig_22-1_run2_water,-26.14,0.4,0.43,-26.62,0.42,0.61,79,65,0.47,0.47,0.13,default
520,edge_lig_22930-2_lig_22-1_run3_protein,-27.08,0.51,0.49,-27.33,0.28,4.72,80,80,1.0,1.0,0.00,default
521,edge_lig_22930-2_lig_22-1_run3_water,-27.07,0.38,0.44,-27.6,0.73,0.5,80,69,-0.27,0.27,0.25,default
36,edge_lig_11063-2_lig_7202-2_run1_protein,27.57,0.48,0.47,26.14,0.19,0.13,78,80,-0.45,0.45,0.05,05fs
37,edge_lig_11063-2_lig_7202-2_run1_water,27.64,0.29,0.27,28.8,0.24,0.19,68,80,-0.88,0.88,0.02,05fs
38,edge_lig_11063-2_lig_7202-2_run2_protein,27.23,0.15,0.14,27.3,0.13,0.18,80,80,0.18,0.18,0.09,05fs
39,edge_lig_11063-2_lig_7202-2_run2_water,26.26,0.25,0.38,27.92,0.2,0.14,72,80,-0.78,0.78,0.02,05fs
40,edge_lig_11063-2_lig_7202-2_run3_protein,27.9,0.19,0.18,27.68,0.22,0.18,78,80,-0.18,0.18,0.11,05fs
41,edge_lig_11063-2_lig_7202-2_run3_water,25.86,0.35,0.31,27.29,0.18,0.12,67,80,-0.7,0.7,0.03,05fs
1248,edge_lig_7202-2_lig_8924-1_run1_protein,-3.41,0.29,0.38,-3.82,0.5,0.56,80,80,0.01,0.01,0.34,default
1249,edge_lig_7202-2_lig_8924-1_run1_water,-2.79,0.13,0.12,-2.86,0.15,0.14,80,80,-0.07,0.07,0.09,default
1250,edge_lig_7202-2_lig_8924-1_run2_protein,-3.32,0.28,0.26,-3.29,0.22,0.61,80,80,0.78,0.78,0.05,default
1251,edge_lig_7202-2_lig_8924-1_run2_water,-2.09,0.14,0.18,-2.24,0.23,0.19,80,80,-0.16,0.16,0.12,default
1252,edge_lig_7202-2_lig_8924-1_run3_protein,-3.12,0.2,0.2,-3.09,0.23,0.2,80,80,-0.18,0.18,0.11,default
1253,edge_lig_7202-2_lig_8924-1_run3_water,-2.55,0.16,0.14,-2.59,0.15,0.18,80,80,0.2,0.2,0.08,default
48,edge_lig_1373-1_lig_4653-1_run1_protein,-7.03,0.27,0.34,-7.58,0.5,0.31,80,80,-0.52,0.52,0.10,05fs
49,edge_lig_1373-1_lig_4653-1_run1_water,-5.05,0.18,0.16,-4.39,0.17,0.14,77,80,-0.81,0.81,0.02,05fs
50,edge_lig_1373-1_lig_4653-1_run2_protein,-4.29,0.24,0.24,-4.63,0.34,0.18,80,71,-0.53,0.53,0.06,05fs
51,edge_lig_1373-1_lig_4653-1_run2_water,-5.19,0.21,0.24,-5.3,0.17,0.12,79,78,-0.74,0.74,0.03,05fs
52,edge_lig_1373-1_lig_4653-1_run3_protein,-6.1,0.17,0.18,-7.17,0.21,0.14,80,80,-0.44,0.44,0.05,05fs
53,edge_lig_1373-1_lig_4653-1_run3_water,-3.46,0.36,0.46,-5.58,0.19,0.14,80,49,-0.75,0.75,0.03,05fs
240,edge_lig_1373-1_lig_41520-2_run1_protein,-8.35,0.26,0.23,-7.88,0.22,0.4,80,80,0.52,0.52,0.13,default
241,edge_lig_1373-1_lig_41520-2_run1_water,-10.08,0.19,0.17,-10.11,0.14,0.17,79,79,0.07,0.07,0.08,default
242,edge_lig_1373-1_lig_41520-2_run2_protein,-6.83,0.32,0.29,-6.99,0.53,0.44,79,80,-0.09,0.09,0.28,default
243,edge_lig_1373-1_lig_41520-2_run2_water,-9.81,0.14,0.14,-10.03,0.14,0.14,75,80,0.01,0.01,0.08,default
244,edge_lig_1373-1_lig_41520-2_run3_protein,-8.08,0.25,0.31,-7.8,0.3,0.38,80,80,0.18,0.18,0.18,default
245,edge_lig_1373-1_lig_41520-2_run3_water,-9.53,0.2,0.15,-9.85,0.18,0.2,80,80,0.12,0.12,0.11,default
234,edge_lig_1373-1_lig_11063-2_run1_protein,-0.03,0.2,0.23,-0.0,0.24,0.3,80,80,0.18,0.18,0.18,default
235,edge_lig_1373-1_lig_11063-2_run1_water,0.18,0.19,0.27,-0.03,0.14,0.1,64,47,-0.23,0.23,0.07,default
236,edge_lig_1373-1_lig_11063-2_run2_protein,1.25,0.17,0.18,1.59,0.2,0.26,80,80,0.33,0.33,0.17,default
237,edge_lig_1373-1_lig_11063-2_run2_water,-0.35,0.15,0.16,-0.31,0.11,0.09,49,60,-0.36,0.36,0.05,default
238,edge_lig_1373-1_lig_11063-2_run3_protein,-0.12,0.23,0.31,0.28,0.42,0.33,80,80,-0.24,0.24,0.20,default
239,edge_lig_1373-1_lig_11063-2_run3_water,-0.37,0.14,0.17,-0.12,0.11,0.1,75,68,-0.15,0.15,0.07,default
348,edge_lig_19269-1_lig_1373-1_run1_protein,-93.34,0.34,0.3,-93.98,0.24,0.69,80,80,0.83,0.83,0.05,default
349,edge_lig_19269-1_lig_1373-1_run1_water,-94.68,0.28,0.27,-94.7,0.27,0.47,80,80,0.37,0.37,0.16,default
350,edge_lig_19269-1_lig_1373-1_run2_protein,-92.78,0.23,0.22,-93.39,0.23,0.18,80,80,-0.22,0.22,0.09,default
351,edge_lig_19269-1_lig_1373-1_run2_water,-93.05,0.34,0.38,-93.47,0.32,0.53,80,80,0.61,0.61,0.10,default
352,edge_lig_19269-1_lig_1373-1_run3_protein,-93.46,0.36,0.3,-93.23,0.27,0.89,80,80,0.88,0.88,0.05,default
353,edge_lig_19269-1_lig_1373-1_run3_water,-93.21,0.32,0.31,-93.82,0.31,0.35,80,80,0.04,0.04,0.17,default
54,edge_lig_1373-1_lig_5688-1_run1_protein,-1.57,0.3,0.27,-1.49,0.46,0.25,80,80,-0.6,0.6,0.08,05fs
55,edge_lig_1373-1_lig_5688-1_run1_water,-4.9,0.19,0.2,-4.69,0.25,0.14,80,80,-0.68,0.68,0.03,05fs
56,edge_lig_1373-1_lig_5688-1_run2_protein,-1.68,0.43,0.43,-0.43,0.51,0.23,80,80,-0.67,0.67,0.07,05fs
57,edge_lig_1373-1_lig_5688-1_run2_water,-5.41,0.39,0.44,-5.72,0.2,0.13,80,80,-0.7,0.7,0.03,05fs
58,edge_lig_1373-1_lig_5688-1_run3_protein,-1.53,0.31,0.36,-0.13,0.39,0.2,80,80,-0.63,0.63,0.06,05fs
59,edge_lig_1373-1_lig_5688-1_run3_water,-4.81,0.43,0.41,-4.58,0.27,0.14,80,80,-0.61,0.61,0.04,05fs
510,edge_lig_22529-1_lig_39107-1_run1_protein,-36.5,0.45,0.75,-36.88,0.42,1.74,80,80,0.93,0.93,0.02,default
511,edge_lig_22529-1_lig_39107-1_run1_water,-32.53,0.18,0.14,-32.4,0.21,0.2,80,80,-0.02,0.02,0.10,default
512,edge_lig_22529-1_lig_39107-1_run2_protein,-34.1,0.38,0.49,-34.86,0.21,2.36,80,80,0.99,0.99,0.00,default
513,edge_lig_22529-1_lig_39107-1_run2_water,-31.7,0.26,0.27,-31.8,0.29,0.25,80,80,-0.12,0.12,0.11,default
514,edge_lig_22529-1_lig_39107-1_run3_protein,-35.02,0.34,0.52,-34.57,0.22,0.63,80,80,0.81,0.81,0.06,default
515,edge_lig_22529-1_lig_39107-1_run3_water,-31.88,0.12,0.14,-32.13,0.12,0.12,80,80,-0.06,0.06,0.07,default
1152,edge_lig_5688-1_lig_39107-1_run1_protein,4.82,0.31,0.34,4.93,0.5,0.34,47,80,-0.42,0.42,0.14,default
1153,edge_lig_5688-1_lig_39107-1_run1_water,9.12,0.23,0.19,9.15,0.23,0.17,39,40,-0.31,0.31,0.08,default
1154,edge_lig_5688-1_lig_39107-1_run2_protein,6.61,0.36,0.47,6.89,0.67,0.41,46,80,-0.43,0.43,0.17,default
1155,edge_lig_5688-1_lig_39107-1_run2_water,8.51,0.15,0.16,8.33,0.17,0.16,40,43,-0.17,0.17,0.10,default
1156,edge_lig_5688-1_lig_39107-1_run3_protein,7.36,0.32,0.31,7.55,0.42,0.29,55,54,-0.2,0.2,0.14,default
1157,edge_lig_5688-1_lig_39107-1_run3_water,9.1,0.18,0.19,9.13,0.24,0.22,41,22,-0.11,0.11,0.13,default
828,edge_lig_39107-1_lig_9953-1_run1_protein,32.76,0.35,0.41,32.04,0.9,0.66,80,80,-0.34,0.34,0.44,default
829,edge_lig_39107-1_lig_9953-1_run1_water,25.81,0.12,0.12,25.68,0.13,0.11,80,79,-0.08,0.08,0.07,default
830,edge_lig_39107-1_lig_9953-1_run2_protein,30.61,0.31,0.32,30.4,0.31,0.48,80,80,0.46,0.46,0.10,default
831,edge_lig_39107-1_lig_9953-1_run2_water,25.77,0.11,0.11,25.63,0.15,0.12,80,77,-0.1,0.1,0.08,default
832,edge_lig_39107-1_lig_9953-1_run3_protein,29.52,0.23,0.24,29.26,0.37,0.25,80,79,-0.35,0.35,0.12,default
833,edge_lig_39107-1_lig_9953-1_run3_water,27.45,0.27,0.31,27.29,0.16,0.12,79,51,-0.38,0.38,0.06,default
624,edge_lig_28964-2_lig_10387-1_run1_protein,-6.43,0.49,0.45,-6.63,0.23,5.65,80,80,1.0,1.0,0.00,default
625,edge_lig_28964-2_lig_10387-1_run1_water,-8.05,0.15,0.19,-7.12,0.14,0.12,77,80,-0.31,0.31,0.06,default
626,edge_lig_28964-2_lig_10387-1_run2_protein,-8.13,0.52,0.56,-8.16,0.33,5.69,80,80,1.0,1.0,0.00,default
627,edge_lig_28964-2_lig_10387-1_run2_water,-7.33,0.12,0.14,-7.19,0.12,0.11,78,80,0.09,0.09,0.06,default
628,edge_lig_28964-2_lig_10387-1_run3_protein,-10.75,0.34,0.28,-10.54,0.26,0.63,80,80,0.76,0.76,0.07,default
629,edge_lig_28964-2_lig_10387-1_run3_water,-7.83,0.13,0.14,-7.66,0.1,0.1,77,80,-0.15,0.15,0.05,default
162,edge_lig_31936-3_lig_31076-3_run1_protein,5.62,0.46,0.48,6.36,0.17,0.13,80,58,-0.43,0.43,0.05,05fs
163,edge_lig_31936-3_lig_31076-3_run1_water,5.72,0.28,0.24,6.29,0.3,0.18,80,48,-0.52,0.52,0.06,05fs
164,edge_lig_31936-3_lig_31076-3_run2_protein,5.21,0.14,0.18,5.55,0.1,0.09,60,54,-0.11,0.11,0.06,05fs
165,edge_lig_31936-3_lig_31076-3_run2_water,6.31,0.17,0.22,6.41,0.25,0.2,80,46,-0.16,0.16,0.13,05fs
754,edge_lig_31936-3_lig_31076-3_run3_protein,5.42,0.14,0.12,5.51,0.14,0.14,80,70,0.05,0.05,0.08,default
755,edge_lig_31936-3_lig_31076-3_run3_water,4.6,0.4,0.27,4.87,0.23,0.36,78,11,0.48,0.48,0.09,default
138,edge_lig_29608-2_lig_31076-3_run1_protein,-9.81,0.31,0.24,-9.93,0.27,0.38,80,80,0.34,0.34,0.13,05fs
139,edge_lig_29608-2_lig_31076-3_run1_water,-7.98,0.2,0.21,-7.45,0.24,0.19,80,73,-0.35,0.35,0.07,05fs
698,edge_lig_29608-2_lig_31076-3_run2_protein,-9.32,0.56,0.49,-9.91,0.36,0.66,80,14,0.61,0.61,0.15,default
699,edge_lig_29608-2_lig_31076-3_run2_water,-10.37,0.4,0.4,-10.28,0.54,0.48,78,14,-0.13,0.13,0.30,default
700,edge_lig_29608-2_lig_31076-3_run3_protein,-12.74,0.46,0.48,-12.5,0.51,0.44,80,21,-0.04,0.04,0.24,default
701,edge_lig_29608-2_lig_31076-3_run3_water,-11.06,0.43,0.38,-10.56,0.33,0.62,79,15,0.56,0.56,0.11,default
504,edge_lig_22529-1_lig_22-1_run1_protein,-32.12,0.55,0.94,-31.69,0.4,0.77,80,79,0.76,0.76,0.06,default
505,edge_lig_22529-1_lig_22-1_run1_water,-32.71,0.16,0.21,-32.44,0.15,0.14,80,80,0.03,0.03,0.07,default
506,edge_lig_22529-1_lig_22-1_run2_protein,-30.94,0.39,0.29,-32.29,0.27,2.58,80,79,0.99,0.99,0.00,default
507,edge_lig_22529-1_lig_22-1_run2_water,-31.8,0.2,0.21,-32.17,0.21,0.22,80,80,0.09,0.09,0.14,default
508,edge_lig_22529-1_lig_22-1_run3_protein,-33.81,0.44,0.4,-35.63,0.55,0.7,80,79,0.44,0.44,0.13,default
509,edge_lig_22529-1_lig_22-1_run3_water,-32.4,0.12,0.1,-32.47,0.16,0.13,80,79,-0.1,0.1,0.06,default
498,edge_lig_22529-1_lig_16778-2_run1_protein,-15.39,0.44,0.46,-14.76,0.62,0.62,80,80,0.03,0.03,0.40,default
499,edge_lig_22529-1_lig_16778-2_run1_water,-17.56,0.27,0.26,-17.84,0.39,0.33,80,80,-0.14,0.14,0.18,default
500,edge_lig_22529-1_lig_16778-2_run2_protein,-14.65,0.36,0.38,-15.57,0.22,0.7,80,80,0.87,0.87,0.02,default
501,edge_lig_22529-1_lig_16778-2_run2_water,-16.33,0.36,0.41,-16.52,0.33,0.37,80,80,0.2,0.2,0.20,default
502,edge_lig_22529-1_lig_16778-2_run3_protein,-15.14,0.44,0.36,-15.74,0.23,1.52,80,80,0.97,0.97,0.01,default
503,edge_lig_22529-1_lig_16778-2_run3_water,-17.1,0.27,0.24,-17.1,0.23,0.27,80,80,0.31,0.31,0.11,default
444,edge_lig_20763-3_lig_4653-1_run1_protein,-34.58,0.27,0.25,-34.68,0.34,0.28,80,80,-0.2,0.2,0.14,default
445,edge_lig_20763-3_lig_4653-1_run1_water,-34.76,0.22,0.18,-34.86,0.19,0.24,80,80,0.26,0.26,0.12,default
446,edge_lig_20763-3_lig_4653-1_run2_protein,-36.71,0.47,0.47,-35.9,0.58,0.55,80,80,-0.02,0.02,0.39,default
447,edge_lig_20763-3_lig_4653-1_run2_water,-35.11,0.21,0.19,-35.04,0.25,0.21,80,80,-0.24,0.24,0.09,default
448,edge_lig_20763-3_lig_4653-1_run3_protein,-33.79,0.21,0.23,-34.1,0.3,0.43,80,80,0.16,0.16,0.30,default
449,edge_lig_20763-3_lig_4653-1_run3_water,-34.49,0.21,0.24,-34.6,0.31,0.32,80,80,-0.01,0.01,0.23,default
726,edge_lig_31007-4_lig_4653-1_run1_protein,-8.0,0.24,0.29,-8.43,0.18,0.46,80,80,0.69,0.69,0.08,default
727,edge_lig_31007-4_lig_4653-1_run1_water,-9.32,0.13,0.14,-9.28,0.13,0.12,80,80,-0.12,0.12,0.07,default
728,edge_lig_31007-4_lig_4653-1_run2_protein,-9.16,0.31,0.37,-8.67,0.51,0.37,80,80,-0.16,0.16,0.21,default
729,edge_lig_31007-4_lig_4653-1_run2_water,-9.29,0.16,0.12,-9.25,0.12,0.17,80,80,0.27,0.27,0.10,default
730,edge_lig_31007-4_lig_4653-1_run3_protein,-9.12,0.17,0.17,-9.47,0.14,0.13,80,80,-0.06,0.06,0.06,default
731,edge_lig_31007-4_lig_4653-1_run3_water,-8.46,0.21,0.23,-8.36,0.23,0.25,80,80,0.16,0.16,0.14,default
1056,edge_lig_4653-1_lig_31007-3_run1_protein,0.03,0.2,0.27,-0.05,0.3,0.35,80,80,0.09,0.09,0.24,default
1057,edge_lig_4653-1_lig_31007-3_run1_water,0.5,0.15,0.17,0.52,0.22,0.18,80,80,-0.17,0.17,0.09,default
1058,edge_lig_4653-1_lig_31007-3_run2_protein,2.17,0.21,0.24,2.26,0.35,0.38,80,80,0.1,0.1,0.20,default
1059,edge_lig_4653-1_lig_31007-3_run2_water,-0.71,0.26,0.3,-0.39,0.29,0.39,80,80,0.13,0.13,0.29,default
1060,edge_lig_4653-1_lig_31007-3_run3_protein,0.4,0.17,0.15,0.35,0.2,0.19,80,80,-0.08,0.08,0.10,default
1061,edge_lig_4653-1_lig_31007-3_run3_water,1.18,0.16,0.14,1.24,0.13,0.18,80,80,0.2,0.2,0.11,default
300,edge_lig_9953-1_lig_4653-1_run1_protein,-34.47,0.23,0.22,-34.57,0.3,0.24,80,80,-0.24,0.24,0.12,05fs
301,edge_lig_9953-1_lig_4653-1_run1_water,-32.64,0.2,0.2,-32.43,0.16,0.11,80,80,-0.51,0.51,0.05,05fs
302,edge_lig_9953-1_lig_4653-1_run2_protein,-32.77,0.22,0.22,-33.11,0.22,0.14,80,80,-0.38,0.38,0.07,05fs
303,edge_lig_9953-1_lig_4653-1_run2_water,-31.96,0.21,0.19,-31.89,0.17,0.11,80,80,-0.59,0.59,0.04,05fs
304,edge_lig_9953-1_lig_4653-1_run3_protein,-34.22,0.29,0.31,-34.18,0.28,0.71,80,80,0.82,0.82,0.07,05fs
305,edge_lig_9953-1_lig_4653-1_run3_water,-32.0,0.17,0.15,-32.05,0.17,0.11,80,80,-0.55,0.55,0.04,05fs
234,edge_lig_4653-1_lig_16778-2_run1_protein,26.16,0.39,0.31,26.5,0.46,0.39,80,80,-0.13,0.13,0.20,05fs
235,edge_lig_4653-1_lig_16778-2_run1_water,24.81,0.27,0.38,24.04,0.33,0.18,80,76,-0.87,0.87,0.02,05fs
236,edge_lig_4653-1_lig_16778-2_run2_protein,23.79,0.25,0.24,23.93,0.38,0.19,80,80,-0.58,0.58,0.05,05fs
237,edge_lig_4653-1_lig_16778-2_run2_water,24.44,0.46,0.44,21.94,0.29,0.15,80,69,-0.78,0.78,0.03,05fs
238,edge_lig_4653-1_lig_16778-2_run3_protein,25.86,0.28,0.27,25.91,0.46,0.35,80,80,-0.28,0.28,0.18,05fs
239,edge_lig_4653-1_lig_16778-2_run3_water,21.77,0.54,0.48,22.74,0.36,0.2,80,74,-0.89,0.89,0.02,05fs
1044,edge_lig_4653-1_lig_10834-1_run1_protein,-2.29,0.36,0.49,-2.29,0.91,0.68,80,80,-0.29,0.29,0.34,default
1045,edge_lig_4653-1_lig_10834-1_run1_water,-3.18,0.12,0.11,-3.1,0.14,0.12,80,80,-0.11,0.11,0.07,default
1046,edge_lig_4653-1_lig_10834-1_run2_protein,0.09,0.41,0.51,0.39,0.31,0.52,80,80,0.62,0.62,0.07,default
1047,edge_lig_4653-1_lig_10834-1_run2_water,-2.24,0.24,0.21,-1.88,0.15,0.15,80,78,0.05,0.05,0.07,default
1048,edge_lig_4653-1_lig_10834-1_run3_protein,-0.82,0.33,0.43,-0.94,0.5,0.42,80,80,-0.15,0.15,0.26,default
1049,edge_lig_4653-1_lig_10834-1_run3_water,-1.41,0.18,0.18,-1.44,0.17,0.17,80,78,0.02,0.02,0.10,default
1104,edge_lig_5518-1_lig_42638-1_run1_protein,-7.67,0.31,0.3,-8.76,0.32,0.44,61,79,0.35,0.35,0.18,default
1105,edge_lig_5518-1_lig_42638-1_run1_water,-7.82,0.21,0.21,-7.59,0.16,0.13,80,20,-0.14,0.14,0.09,default
1106,edge_lig_5518-1_lig_42638-1_run2_protein,-8.14,0.27,0.23,-8.42,0.27,0.21,58,80,-0.16,0.16,0.12,default
1107,edge_lig_5518-1_lig_42638-1_run2_water,-8.89,0.49,0.48,-7.82,0.48,0.28,20,17,-0.55,0.55,0.09,default
256,edge_lig_5518-1_lig_42638-1_run3_protein,-8.93,0.35,0.45,-9.1,0.68,0.57,55,59,-0.25,0.25,0.42,05fs
257,edge_lig_5518-1_lig_42638-1_run3_water,-11.31,0.15,0.17,-10.75,0.17,0.15,80,80,-0.84,0.84,0.01,05fs
912,edge_lig_40642-1_lig_22-1_run1_protein,-9.5,0.2,0.23,-9.68,0.24,0.28,80,80,0.04,0.04,0.20,default
913,edge_lig_40642-1_lig_22-1_run1_water,-10.52,0.15,0.14,-10.45,0.14,0.15,75,59,0.03,0.03,0.08,default
914,edge_lig_40642-1_lig_22-1_run2_protein,-11.12,0.26,0.24,-11.06,0.3,0.29,80,75,-0.05,0.05,0.18,default
915,edge_lig_40642-1_lig_22-1_run2_water,-10.23,0.13,0.12,-10.23,0.14,0.15,78,43,0.14,0.14,0.09,default
916,edge_lig_40642-1_lig_22-1_run3_protein,-10.42,0.34,0.26,-10.74,0.22,0.52,80,79,0.73,0.73,0.08,default
917,edge_lig_40642-1_lig_22-1_run3_water,-10.74,0.15,0.15,-10.67,0.16,0.17,75,52,0.06,0.06,0.11,default
204,edge_lig_40642-1_lig_9953-1_run1_protein,19.41,0.55,0.46,18.56,0.45,0.2,63,55,-0.78,0.78,0.03,05fs
205,edge_lig_40642-1_lig_9953-1_run1_water,17.28,0.54,0.45,14.21,0.46,0.23,74,63,-0.89,0.89,0.02,05fs
206,edge_lig_40642-1_lig_9953-1_run2_protein,20.56,0.4,0.37,20.4,0.26,0.14,80,78,-0.75,0.75,0.03,05fs
207,edge_lig_40642-1_lig_9953-1_run2_water,17.4,0.46,0.47,15.79,0.4,0.23,76,71,-0.9,0.9,0.02,05fs
940,edge_lig_40642-1_lig_9953-1_run3_protein,18.61,0.4,0.5,18.27,0.62,0.49,50,71,-0.26,0.26,0.26,default
941,edge_lig_40642-1_lig_9953-1_run3_water,15.77,0.26,0.27,15.65,0.18,0.16,26,32,-0.2,0.2,0.09,default
