,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,BAR_conv,BAR_conv_abs,BAR_conv_bootstrip,source
183,edge_lig_11063-2_lig_5035-1_run2_water,0.85,0.15,0.21,0.84,0.19,0.14,80,70,-0.3,0.3,0.07,default
184,edge_lig_11063-2_lig_5035-1_run3_protein,0.91,0.29,0.31,1.2,0.4,0.43,80,80,0.03,0.03,0.19,default
185,edge_lig_11063-2_lig_5035-1_run3_water,0.45,0.18,0.19,0.36,0.21,0.17,80,57,-0.15,0.15,0.11,default
42,edge_lig_10358-1_lig_11223-1_run1_protein,2.97,0.14,0.18,2.89,0.18,0.18,80,79,-0.03,0.03,0.10,default
43,edge_lig_10358-1_lig_11223-1_run1_water,1.73,0.37,0.29,1.37,0.18,0.12,74,54,-0.51,0.51,0.05,default
44,edge_lig_10358-1_lig_11223-1_run2_protein,1.17,0.37,0.4,1.92,0.29,1.0,79,63,0.88,0.88,0.03,default
45,edge_lig_10358-1_lig_11223-1_run2_water,1.62,0.16,0.18,1.07,0.24,0.14,70,40,-0.6,0.6,0.04,default
46,edge_lig_10358-1_lig_11223-1_run3_protein,1.66,0.35,0.34,1.78,0.43,0.42,77,56,-0.07,0.07,0.30,default
47,edge_lig_10358-1_lig_11223-1_run3_water,1.72,0.3,0.29,1.58,0.18,0.12,71,54,-0.42,0.42,0.06,default
24,edge_lig_10358-1_lig_19269-1_run1_protein,88.69,0.23,0.17,88.53,0.2,0.23,61,62,0.11,0.11,0.16,05fs
25,edge_lig_10358-1_lig_19269-1_run1_water,89.03,0.18,0.16,89.02,0.2,0.14,80,79,-0.27,0.27,0.08,05fs
68,edge_lig_10358-1_lig_19269-1_run2_protein,90.03,0.28,0.37,89.69,0.52,0.47,77,71,-0.1,0.1,0.31,default
69,edge_lig_10358-1_lig_19269-1_run2_water,88.5,0.3,0.29,88.44,0.28,0.33,27,46,0.18,0.18,0.14,default
70,edge_lig_10358-1_lig_19269-1_run3_protein,90.38,0.25,0.28,90.1,0.26,0.22,77,76,-0.13,0.13,0.11,default
71,edge_lig_10358-1_lig_19269-1_run3_water,87.77,0.28,0.29,87.65,0.31,0.26,12,49,-0.23,0.23,0.12,default
84,edge_lig_10358-1_lig_5035-1_run1_protein,0.46,0.32,0.28,0.09,0.21,0.43,80,80,0.64,0.64,0.12,default
85,edge_lig_10358-1_lig_5035-1_run1_water,-0.03,0.21,0.22,-0.24,0.33,0.25,80,80,-0.18,0.18,0.13,default
86,edge_lig_10358-1_lig_5035-1_run2_protein,-0.08,0.3,0.22,0.01,0.28,0.38,80,80,0.17,0.17,0.20,default
87,edge_lig_10358-1_lig_5035-1_run2_water,0.91,0.17,0.17,0.81,0.25,0.25,80,80,-0.05,0.05,0.14,default
88,edge_lig_10358-1_lig_5035-1_run3_protein,0.51,0.28,0.23,0.62,0.26,0.32,80,80,0.2,0.2,0.16,default
89,edge_lig_10358-1_lig_5035-1_run3_water,1.14,0.24,0.22,1.04,0.28,0.27,80,80,0.01,0.01,0.19,default
60,edge_lig_10358-1_lig_18304-1_run1_protein,2.3,0.33,0.38,2.78,0.32,0.4,80,76,0.17,0.17,0.22,default
61,edge_lig_10358-1_lig_18304-1_run1_water,0.93,0.19,0.19,0.55,0.21,0.15,73,50,-0.4,0.4,0.07,default
62,edge_lig_10358-1_lig_18304-1_run2_protein,2.3,0.51,0.69,2.82,0.75,0.75,80,31,0.44,0.44,0.17,default
63,edge_lig_10358-1_lig_18304-1_run2_water,0.94,0.16,0.16,0.59,0.14,0.13,74,47,-0.16,0.16,0.07,default
64,edge_lig_10358-1_lig_18304-1_run3_protein,0.57,0.37,0.37,0.9,0.94,0.68,77,71,-0.4,0.4,0.46,default
65,edge_lig_10358-1_lig_18304-1_run3_water,1.47,0.22,0.22,0.92,0.19,0.15,75,46,-0.34,0.34,0.07,default
546,edge_lig_2349-1_lig_22-1_run1_protein,23.18,0.3,0.41,23.16,0.69,0.41,80,80,-0.44,0.44,0.18,default
547,edge_lig_2349-1_lig_22-1_run1_water,23.47,0.2,0.2,23.61,0.19,0.14,80,80,-0.26,0.26,0.06,default
548,edge_lig_2349-1_lig_22-1_run2_protein,23.87,0.24,0.29,23.48,0.3,0.34,80,80,-0.07,0.07,0.17,default
549,edge_lig_2349-1_lig_22-1_run2_water,23.86,0.14,0.12,23.79,0.11,0.17,80,76,0.36,0.36,0.08,default
550,edge_lig_2349-1_lig_22-1_run3_protein,24.09,0.24,0.26,24.26,0.21,0.32,80,78,0.3,0.3,0.27,default
551,edge_lig_2349-1_lig_22-1_run3_water,23.73,0.11,0.11,23.65,0.13,0.16,80,80,0.14,0.14,0.08,default
270,edge_lig_1427-2_lig_22-1_run1_protein,10.9,0.23,0.24,12.07,0.25,0.18,80,60,-0.31,0.31,0.09,default
271,edge_lig_1427-2_lig_22-1_run1_water,12.49,0.11,0.12,12.51,0.13,0.12,80,62,-0.01,0.01,0.07,default
272,edge_lig_1427-2_lig_22-1_run2_protein,12.9,0.24,0.25,12.81,0.26,0.25,80,78,-0.08,0.08,0.12,default
273,edge_lig_1427-2_lig_22-1_run2_water,12.51,0.11,0.12,12.38,0.13,0.11,80,36,-0.13,0.13,0.08,default
274,edge_lig_1427-2_lig_22-1_run3_protein,11.31,0.21,0.23,11.12,0.19,0.16,80,80,-0.24,0.24,0.09,default
275,edge_lig_1427-2_lig_22-1_run3_water,11.91,0.11,0.1,11.99,0.12,0.13,80,79,0.02,0.02,0.07,default
486,edge_lig_22-1_lig_18506-4_run1_protein,-6.82,0.31,0.45,-7.38,0.15,0.12,80,80,-0.41,0.41,0.05,default
487,edge_lig_22-1_lig_18506-4_run1_water,-8.13,0.15,0.16,-8.08,0.21,0.17,80,80,-0.14,0.14,0.10,default
488,edge_lig_22-1_lig_18506-4_run2_protein,-8.92,0.29,0.31,-8.21,0.33,0.4,80,80,0.2,0.2,0.18,default
489,edge_lig_22-1_lig_18506-4_run2_water,-8.0,0.19,0.22,-7.94,0.22,0.22,80,80,-0.04,0.04,0.12,default
490,edge_lig_22-1_lig_18506-4_run3_protein,-8.88,0.26,0.32,-8.79,0.44,0.33,80,80,-0.06,0.06,0.24,default
491,edge_lig_22-1_lig_18506-4_run3_water,-8.14,0.16,0.19,-8.17,0.13,0.21,80,80,0.35,0.35,0.10,default
558,edge_lig_23856-1_lig_22-1_run1_protein,-32.29,0.18,0.22,-32.09,0.19,0.13,79,80,-0.43,0.43,0.06,default
559,edge_lig_23856-1_lig_22-1_run1_water,-31.48,0.16,0.17,-31.41,0.15,0.12,76,71,-0.23,0.23,0.06,default
560,edge_lig_23856-1_lig_22-1_run2_protein,-30.84,0.12,0.12,-30.83,0.13,0.14,80,80,0.13,0.13,0.09,default
561,edge_lig_23856-1_lig_22-1_run2_water,-31.37,0.22,0.2,-31.48,0.16,0.13,79,51,-0.3,0.3,0.07,default
562,edge_lig_23856-1_lig_22-1_run3_protein,-31.23,0.13,0.13,-31.18,0.13,0.16,80,80,0.23,0.23,0.07,default
563,edge_lig_23856-1_lig_22-1_run3_water,-31.35,0.11,0.13,-31.26,0.12,0.12,80,80,0.02,0.02,0.07,default
1146,edge_lig_5688-1_lig_22-1_run1_protein,10.41,0.67,0.59,9.96,0.45,0.37,79,12,-0.27,0.27,0.18,default
1147,edge_lig_5688-1_lig_22-1_run1_water,8.64,0.23,0.18,8.62,0.19,0.24,77,29,0.16,0.16,0.12,default
1148,edge_lig_5688-1_lig_22-1_run2_protein,8.0,0.35,0.5,8.07,0.58,0.35,77,75,-0.47,0.47,0.12,default
1149,edge_lig_5688-1_lig_22-1_run2_water,8.93,0.36,0.35,8.06,0.28,0.23,77,12,-0.35,0.35,0.13,default
1150,edge_lig_5688-1_lig_22-1_run3_protein,9.14,0.35,0.39,9.9,0.49,0.32,78,69,-0.45,0.45,0.13,default
1151,edge_lig_5688-1_lig_22-1_run3_water,8.83,0.17,0.16,8.83,0.18,0.21,79,78,0.14,0.14,0.12,default
654,edge_lig_28967-2_lig_22-1_run1_protein,-2.15,0.55,0.55,-2.79,0.38,1.65,80,80,0.95,0.95,0.01,default
655,edge_lig_28967-2_lig_22-1_run1_water,-2.16,0.17,0.13,-2.11,0.21,0.21,80,79,0.05,0.05,0.14,default
656,edge_lig_28967-2_lig_22-1_run2_protein,-1.97,0.47,0.43,-2.37,0.36,1.18,80,80,0.9,0.9,0.03,default
657,edge_lig_28967-2_lig_22-1_run2_water,-1.04,0.17,0.14,-0.87,0.17,0.18,75,80,0.07,0.07,0.10,default
658,edge_lig_28967-2_lig_22-1_run3_protein,-1.31,0.36,0.38,-2.32,0.27,1.49,80,80,0.95,0.95,0.01,default
659,edge_lig_28967-2_lig_22-1_run3_water,-1.48,0.15,0.15,-1.39,0.12,0.2,79,80,0.31,0.31,0.09,default
330,edge_lig_18304-1_lig_22-1_run1_protein,-9.82,0.21,0.22,-10.19,0.23,0.34,80,80,0.29,0.29,0.20,default
331,edge_lig_18304-1_lig_22-1_run1_water,-10.48,0.12,0.13,-10.42,0.18,0.14,80,80,-0.15,0.15,0.09,default
332,edge_lig_18304-1_lig_22-1_run2_protein,-10.67,0.35,0.29,-10.46,0.35,0.36,80,80,-0.03,0.03,0.20,default
333,edge_lig_18304-1_lig_22-1_run2_water,-10.76,0.13,0.12,-10.61,0.15,0.14,80,80,-0.04,0.04,0.09,default
334,edge_lig_18304-1_lig_22-1_run3_protein,-9.51,0.26,0.22,-10.19,0.29,0.51,80,80,0.42,0.42,0.19,default
335,edge_lig_18304-1_lig_22-1_run3_water,-10.63,0.12,0.12,-10.5,0.18,0.15,80,80,-0.16,0.16,0.08,default
948,edge_lig_42060-1_lig_22-1_run1_protein,10.03,0.11,0.09,10.06,0.11,0.13,80,80,0.07,0.07,0.09,default
949,edge_lig_42060-1_lig_22-1_run1_water,11.0,0.1,0.1,11.03,0.11,0.13,80,80,0.19,0.19,0.06,default
950,edge_lig_42060-1_lig_22-1_run2_protein,11.8,0.25,0.26,11.89,0.17,0.4,80,80,0.6,0.6,0.15,default
951,edge_lig_42060-1_lig_22-1_run2_water,10.74,0.12,0.13,10.79,0.11,0.11,80,80,0.0,0.0,0.07,default
952,edge_lig_42060-1_lig_22-1_run3_protein,11.04,0.29,0.27,10.66,0.19,0.48,80,80,0.72,0.72,0.06,default
953,edge_lig_42060-1_lig_22-1_run3_water,11.09,0.11,0.11,11.17,0.11,0.12,80,80,0.07,0.07,0.07,default
492,edge_lig_22-1_lig_39967-1_run1_protein,20.13,0.38,0.34,20.74,0.39,0.39,80,80,0.05,0.05,0.23,default
493,edge_lig_22-1_lig_39967-1_run1_water,18.75,0.13,0.12,18.69,0.14,0.11,80,80,-0.18,0.18,0.06,default
494,edge_lig_22-1_lig_39967-1_run2_protein,19.01,0.38,0.41,19.02,0.23,0.8,80,80,0.87,0.87,0.03,default
495,edge_lig_22-1_lig_39967-1_run2_water,19.22,0.12,0.14,19.15,0.14,0.19,79,80,0.29,0.29,0.14,default
496,edge_lig_22-1_lig_39967-1_run3_protein,20.81,0.37,0.35,21.07,0.42,0.37,80,80,-0.12,0.12,0.15,default
497,edge_lig_22-1_lig_39967-1_run3_water,18.51,0.15,0.17,18.48,0.15,0.18,78,80,0.04,0.04,0.10,default
660,edge_lig_28967-3_lig_22-1_run1_protein,1.25,0.44,0.33,0.68,0.25,1.14,80,80,0.92,0.92,0.02,default
661,edge_lig_28967-3_lig_22-1_run1_water,1.87,0.25,0.2,1.91,0.28,0.29,80,80,0.01,0.01,0.14,default
662,edge_lig_28967-3_lig_22-1_run2_protein,2.75,0.5,0.41,1.43,0.2,5.3,80,80,1.0,1.0,0.00,default
663,edge_lig_28967-3_lig_22-1_run2_water,1.78,0.26,0.25,1.76,0.28,0.29,80,79,0.02,0.02,0.16,default
664,edge_lig_28967-3_lig_22-1_run3_protein,-0.29,0.43,0.38,-1.39,0.29,0.95,80,80,0.87,0.87,0.04,default
665,edge_lig_28967-3_lig_22-1_run3_water,1.14,0.29,0.27,0.82,0.28,0.37,80,80,0.32,0.32,0.20,default
1080,edge_lig_4950-1_lig_22-1_run1_protein,-2.24,0.18,0.19,-2.15,0.25,0.18,70,79,-0.29,0.29,0.08,default
1081,edge_lig_4950-1_lig_22-1_run1_water,-2.33,0.19,0.19,-2.3,0.23,0.23,62,48,0.02,0.02,0.16,default
1082,edge_lig_4950-1_lig_22-1_run2_protein,-1.59,0.15,0.13,-1.62,0.15,0.17,80,80,0.14,0.14,0.09,default
1083,edge_lig_4950-1_lig_22-1_run2_water,-2.2,0.29,0.26,-2.04,0.23,0.24,73,21,-0.02,0.02,0.14,default
1084,edge_lig_4950-1_lig_22-1_run3_protein,-0.91,0.17,0.19,-1.02,0.19,0.23,80,80,0.17,0.17,0.12,default
1085,edge_lig_4950-1_lig_22-1_run3_water,-2.27,0.18,0.22,-2.13,0.22,0.21,60,80,-0.04,0.04,0.14,default
1020,edge_lig_4362-1_lig_2349-1_run1_protein,-18.97,0.28,0.21,-18.9,0.18,0.33,80,80,0.45,0.45,0.13,default
1021,edge_lig_4362-1_lig_2349-1_run1_water,-17.22,0.18,0.23,-16.92,0.17,0.19,78,80,0.0,0.0,0.10,default
1022,edge_lig_4362-1_lig_2349-1_run2_protein,-17.84,0.26,0.28,-17.3,0.23,0.35,80,80,0.42,0.42,0.14,default
1023,edge_lig_4362-1_lig_2349-1_run2_water,-17.24,0.18,0.15,-17.46,0.15,0.26,80,80,0.41,0.41,0.14,default
1024,edge_lig_4362-1_lig_2349-1_run3_protein,-19.19,0.24,0.24,-19.26,0.27,0.32,80,80,0.15,0.15,0.19,default
1025,edge_lig_4362-1_lig_2349-1_run3_water,-16.8,0.14,0.16,-16.97,0.13,0.19,80,80,0.4,0.4,0.11,default
534,edge_lig_23270-1_lig_10834-1_run1_protein,-58.74,0.4,0.3,-58.36,0.32,0.46,80,80,0.22,0.22,0.21,default
535,edge_lig_23270-1_lig_10834-1_run1_water,-60.78,0.36,0.31,-60.19,0.33,0.68,80,80,0.72,0.72,0.08,default
536,edge_lig_23270-1_lig_10834-1_run2_protein,-60.5,0.45,0.47,-61.9,0.39,1.59,80,80,0.93,0.93,0.02,default
537,edge_lig_23270-1_lig_10834-1_run2_water,-59.9,0.28,0.25,-60.06,0.35,0.36,80,80,0.04,0.04,0.22,default
538,edge_lig_23270-1_lig_10834-1_run3_protein,-60.75,0.43,0.49,-60.65,0.23,0.75,80,80,0.86,0.86,0.03,default
539,edge_lig_23270-1_lig_10834-1_run3_water,-59.73,0.41,0.44,-60.24,0.44,0.92,80,80,0.78,0.78,0.09,default
42,edge_lig_11223-1_lig_5877-1_run1_protein,0.82,0.3,0.26,0.49,0.37,0.25,80,80,-0.42,0.42,0.11,05fs
43,edge_lig_11223-1_lig_5877-1_run1_water,2.81,0.42,0.45,1.51,0.29,0.15,80,80,-0.79,0.79,0.03,05fs
44,edge_lig_11223-1_lig_5877-1_run2_protein,0.75,0.33,0.32,0.77,0.32,0.29,80,80,-0.09,0.09,0.14,05fs
45,edge_lig_11223-1_lig_5877-1_run2_water,3.17,0.44,0.41,3.18,0.32,0.18,80,80,-0.81,0.81,0.02,05fs
46,edge_lig_11223-1_lig_5877-1_run3_protein,1.22,0.3,0.38,0.68,0.48,0.27,80,80,-0.55,0.55,0.08,05fs
47,edge_lig_11223-1_lig_5877-1_run3_water,3.52,0.36,0.37,2.39,0.34,0.16,80,80,-0.82,0.82,0.02,05fs
648,edge_lig_28964-2_lig_5877-1_run1_protein,0.02,0.33,0.27,0.38,0.2,0.44,80,80,0.58,0.58,0.10,default
649,edge_lig_28964-2_lig_5877-1_run1_water,2.06,0.15,0.14,1.83,0.17,0.14,78,80,-0.14,0.14,0.09,default
650,edge_lig_28964-2_lig_5877-1_run2_protein,-1.67,0.28,0.25,-1.99,0.19,0.24,80,80,0.2,0.2,0.13,default
651,edge_lig_28964-2_lig_5877-1_run2_water,2.15,0.18,0.22,2.19,0.15,0.12,79,80,-0.21,0.21,0.07,default
652,edge_lig_28964-2_lig_5877-1_run3_protein,-0.33,0.34,0.31,0.01,0.49,0.46,79,80,-0.06,0.06,0.33,default
653,edge_lig_28964-2_lig_5877-1_run3_water,2.63,0.2,0.16,2.63,0.15,0.16,73,80,-0.12,0.12,0.08,default
168,edge_lig_33140-1_lig_5877-1_run1_protein,46.01,0.93,1.06,48.52,1.26,67.13,80,77,1.0,1.0,0.00,05fs
169,edge_lig_33140-1_lig_5877-1_run1_water,53.32,0.22,0.23,53.12,0.21,0.26,80,80,0.13,0.13,0.15,05fs
170,edge_lig_33140-1_lig_5877-1_run2_protein,46.31,1.06,1.0,50.46,1.08,4511.7,57,80,1.0,1.0,0.00,05fs
171,edge_lig_33140-1_lig_5877-1_run2_water,54.82,0.3,0.34,54.83,0.46,0.44,80,80,0.01,0.01,0.33,05fs
172,edge_lig_33140-1_lig_5877-1_run3_protein,48.84,0.88,0.84,50.16,1.02,162.06,80,80,1.0,1.0,0.00,05fs
173,edge_lig_33140-1_lig_5877-1_run3_water,54.07,0.28,0.25,53.34,0.37,0.31,80,80,-0.24,0.24,0.18,05fs
264,edge_lig_5737-2_lig_13888-4_run1_protein,-11.65,0.17,0.15,-12.34,0.2,0.15,80,62,-0.19,0.19,0.08,05fs
265,edge_lig_5737-2_lig_13888-4_run1_water,-8.48,0.23,0.24,-7.53,0.18,0.12,80,80,-0.74,0.74,0.03,05fs
266,edge_lig_5737-2_lig_13888-4_run2_protein,-11.09,0.14,0.13,-11.57,0.14,0.15,80,80,0.03,0.03,0.08,05fs
267,edge_lig_5737-2_lig_13888-4_run2_water,-9.21,0.27,0.26,-9.59,0.27,0.14,80,80,-0.7,0.7,0.03,05fs
268,edge_lig_5737-2_lig_13888-4_run3_protein,-9.87,0.18,0.18,-10.91,0.19,0.13,80,71,-0.29,0.29,0.07,05fs
269,edge_lig_5737-2_lig_13888-4_run3_water,-8.98,0.27,0.28,-9.21,0.38,0.17,80,80,-0.76,0.76,0.03,05fs
264,edge_lig_13888-4_lig_9953-1_run1_protein,23.76,0.19,0.21,23.61,0.21,0.26,80,80,0.18,0.18,0.15,default
265,edge_lig_13888-4_lig_9953-1_run1_water,20.12,0.21,0.22,19.82,0.27,0.29,80,80,0.05,0.05,0.23,default
266,edge_lig_13888-4_lig_9953-1_run2_protein,22.76,0.24,0.24,22.26,0.31,0.42,80,80,0.29,0.29,0.33,default
267,edge_lig_13888-4_lig_9953-1_run2_water,19.61,0.19,0.16,19.61,0.12,0.21,80,80,0.5,0.5,0.05,default
268,edge_lig_13888-4_lig_9953-1_run3_protein,21.22,0.2,0.18,21.23,0.2,0.2,80,80,0.06,0.06,0.13,default
269,edge_lig_13888-4_lig_9953-1_run3_water,19.93,0.15,0.19,19.98,0.2,0.22,80,80,0.08,0.08,0.12,default
1278,edge_lig_8924-2_lig_38017-1_run1_protein,11.82,0.24,0.26,11.85,0.17,0.39,80,76,0.73,0.73,0.06,default
1279,edge_lig_8924-2_lig_38017-1_run1_water,14.28,0.07,0.08,14.29,0.1,0.1,79,79,0.02,0.02,0.06,default
1280,edge_lig_8924-2_lig_38017-1_run2_protein,13.3,0.11,0.11,13.31,0.09,0.15,75,80,0.37,0.37,0.07,default
1281,edge_lig_8924-2_lig_38017-1_run2_water,14.41,0.08,0.08,14.43,0.08,0.09,80,75,0.09,0.09,0.06,default
1282,edge_lig_8924-2_lig_38017-1_run3_protein,12.76,0.19,0.17,12.69,0.2,0.26,72,77,0.32,0.32,0.11,default
1283,edge_lig_8924-2_lig_38017-1_run3_water,14.64,0.21,0.23,14.28,0.1,0.09,80,78,-0.18,0.18,0.06,default
780,edge_lig_33140-1_lig_38017-1_run1_protein,56.88,0.62,0.59,57.01,0.6,2.93,80,80,0.97,0.97,0.01,default
781,edge_lig_33140-1_lig_38017-1_run1_water,61.86,0.15,0.18,61.15,0.12,0.11,79,78,-0.13,0.13,0.06,default
782,edge_lig_33140-1_lig_38017-1_run2_protein,61.2,0.57,0.55,60.75,0.22,8.65,80,80,1.0,1.0,0.00,default
783,edge_lig_33140-1_lig_38017-1_run2_water,62.46,0.17,0.17,61.45,0.14,0.11,80,77,-0.17,0.17,0.06,default
784,edge_lig_33140-1_lig_38017-1_run3_protein,54.25,0.63,0.59,56.5,0.29,20.98,80,80,1.0,1.0,0.00,default
785,edge_lig_33140-1_lig_38017-1_run3_water,62.58,0.17,0.21,61.47,0.16,0.12,80,75,-0.25,0.25,0.06,default
198,edge_lig_11223-1_lig_5688-1_run1_protein,-19.79,0.33,0.39,-19.78,0.59,0.51,80,80,-0.08,0.08,0.24,default
199,edge_lig_11223-1_lig_5688-1_run1_water,-20.34,0.23,0.27,-20.24,0.36,0.37,80,80,-0.05,0.05,0.23,default
200,edge_lig_11223-1_lig_5688-1_run2_protein,-21.22,0.48,0.5,-20.12,0.31,1.52,80,80,0.94,0.94,0.02,default
201,edge_lig_11223-1_lig_5688-1_run2_water,-20.66,0.23,0.27,-20.63,0.27,0.25,80,80,-0.16,0.16,0.12,default
202,edge_lig_11223-1_lig_5688-1_run3_protein,-20.02,0.41,0.36,-19.93,0.38,2.04,80,80,0.96,0.96,0.02,default
203,edge_lig_11223-1_lig_5688-1_run3_water,-20.41,0.25,0.28,-20.46,0.27,0.36,80,80,0.19,0.19,0.20,default
1206,edge_lig_5737-2_lig_4948-1_run1_protein,-1.38,0.14,0.14,-1.31,0.13,0.18,80,80,0.25,0.25,0.08,default
1207,edge_lig_5737-2_lig_4948-1_run1_water,-0.78,0.1,0.09,-0.76,0.11,0.1,80,80,-0.08,0.08,0.07,default
1208,edge_lig_5737-2_lig_4948-1_run2_protein,-1.24,0.16,0.15,-1.63,0.17,0.14,80,80,-0.18,0.18,0.08,default
1209,edge_lig_5737-2_lig_4948-1_run2_water,-0.62,0.08,0.1,-0.41,0.07,0.09,80,80,0.02,0.02,0.05,default
1210,edge_lig_5737-2_lig_4948-1_run3_protein,-2.1,0.16,0.18,-1.99,0.2,0.23,80,80,0.25,0.25,0.13,default
1211,edge_lig_5737-2_lig_4948-1_run3_water,-0.84,0.09,0.1,-0.8,0.11,0.11,80,80,0.01,0.01,0.06,default
240,edge_lig_4948-1_lig_5035-1_run1_protein,1.99,0.29,0.34,2.25,0.27,0.15,77,69,-0.7,0.7,0.04,05fs
241,edge_lig_4948-1_lig_5035-1_run1_water,-3.04,0.64,0.67,-8.07,0.65,0.31,58,28,-0.89,0.89,0.03,05fs
242,edge_lig_4948-1_lig_5035-1_run2_protein,-0.32,0.47,0.46,-6.37,0.42,0.24,73,34,-0.86,0.86,0.02,05fs
243,edge_lig_4948-1_lig_5035-1_run2_water,-2.23,0.55,0.56,-9.33,0.59,0.28,70,32,-0.88,0.88,0.02,05fs
244,edge_lig_4948-1_lig_5035-1_run3_protein,2.41,0.35,0.4,1.01,0.22,0.14,80,74,-0.76,0.76,0.03,05fs
245,edge_lig_4948-1_lig_5035-1_run3_water,-1.56,0.69,0.54,-5.67,2.29,0.78,48,25,-0.98,0.98,0.01,05fs
354,edge_lig_19269-1_lig_18506-4_run1_protein,-99.33,0.15,0.13,-99.15,0.18,0.19,80,58,0.02,0.02,0.11,default
355,edge_lig_19269-1_lig_18506-4_run1_water,-102.72,0.14,0.16,-103.31,0.17,0.12,76,28,-0.5,0.5,0.05,default
356,edge_lig_19269-1_lig_18506-4_run2_protein,-102.97,0.2,0.24,-102.98,0.35,0.24,69,54,-0.3,0.3,0.11,default
357,edge_lig_19269-1_lig_18506-4_run2_water,-101.22,0.14,0.13,-101.45,0.13,0.11,80,20,-0.1,0.1,0.07,default
358,edge_lig_19269-1_lig_18506-4_run3_protein,-102.71,0.3,0.32,-102.76,0.24,0.48,80,47,0.59,0.59,0.16,default
359,edge_lig_19269-1_lig_18506-4_run3_water,-101.55,0.14,0.14,-101.46,0.12,0.13,77,36,0.03,0.03,0.09,default
372,edge_lig_19269-1_lig_9790-1_run1_protein,-89.21,0.24,0.24,-89.48,0.25,0.4,80,80,0.5,0.5,0.19,default
373,edge_lig_19269-1_lig_9790-1_run1_water,-91.34,0.17,0.17,-91.39,0.14,0.11,79,80,-0.31,0.31,0.06,default
374,edge_lig_19269-1_lig_9790-1_run2_protein,-92.59,0.12,0.12,-92.74,0.16,0.13,80,80,0.02,0.02,0.08,default
375,edge_lig_19269-1_lig_9790-1_run2_water,-91.1,0.1,0.12,-91.09,0.12,0.14,80,80,0.15,0.15,0.10,default
376,edge_lig_19269-1_lig_9790-1_run3_protein,-91.87,0.14,0.15,-91.84,0.14,0.21,80,80,0.38,0.38,0.12,default
377,edge_lig_19269-1_lig_9790-1_run3_water,-91.05,0.11,0.1,-90.99,0.11,0.13,80,80,0.13,0.13,0.07,default
342,edge_lig_19269-1_lig_10834-1_run1_protein,-97.85,0.26,0.38,-98.4,0.28,0.4,80,80,0.25,0.25,0.24,default
343,edge_lig_19269-1_lig_10834-1_run1_water,-100.3,0.14,0.12,-100.29,0.14,0.18,80,80,0.16,0.16,0.11,default
344,edge_lig_19269-1_lig_10834-1_run2_protein,-100.01,0.27,0.21,-100.26,0.19,0.25,80,80,0.24,0.24,0.13,default
345,edge_lig_19269-1_lig_10834-1_run2_water,-99.57,0.2,0.2,-99.87,0.18,0.23,80,80,0.23,0.23,0.11,default
346,edge_lig_19269-1_lig_10834-1_run3_protein,-99.71,0.26,0.17,-99.6,0.17,0.34,80,80,0.51,0.51,0.16,default
347,edge_lig_19269-1_lig_10834-1_run3_water,-100.32,0.19,0.2,-100.26,0.16,0.31,80,80,0.5,0.5,0.07,default
108,edge_lig_25532-2_lig_5737-2_run1_protein,21.09,0.24,0.22,20.94,0.21,0.39,75,80,0.49,0.49,0.19,05fs
109,edge_lig_25532-2_lig_5737-2_run1_water,18.8,0.15,0.17,19.46,0.17,0.13,80,80,-0.31,0.31,0.06,05fs
110,edge_lig_25532-2_lig_5737-2_run2_protein,18.76,0.25,0.25,18.83,0.39,0.34,80,80,-0.14,0.14,0.19,05fs
111,edge_lig_25532-2_lig_5737-2_run2_water,18.47,0.19,0.17,19.15,0.17,0.14,80,80,-0.31,0.31,0.08,05fs
112,edge_lig_25532-2_lig_5737-2_run3_protein,20.99,0.36,0.32,20.46,0.29,0.89,80,80,0.84,0.84,0.05,05fs
113,edge_lig_25532-2_lig_5737-2_run3_water,18.56,0.15,0.15,19.12,0.21,0.16,80,80,-0.32,0.32,0.09,05fs
1218,edge_lig_5737-2_lig_8924-3_run1_protein,-8.36,0.15,0.15,-8.89,0.14,0.12,78,80,-0.2,0.2,0.06,default
1219,edge_lig_5737-2_lig_8924-3_run1_water,-6.44,0.2,0.23,-6.58,0.28,0.22,71,78,-0.16,0.16,0.11,default
1220,edge_lig_5737-2_lig_8924-3_run2_protein,-8.19,0.23,0.22,-8.64,0.27,0.25,80,80,-0.06,0.06,0.14,default
1221,edge_lig_5737-2_lig_8924-3_run2_water,-5.19,0.2,0.19,-5.2,0.24,0.21,76,48,-0.3,0.3,0.11,default
1222,edge_lig_5737-2_lig_8924-3_run3_protein,-8.14,0.21,0.19,-7.97,0.23,0.26,80,80,0.21,0.21,0.14,default
1223,edge_lig_5737-2_lig_8924-3_run3_water,-6.41,0.19,0.23,-6.38,0.24,0.22,71,80,-0.08,0.08,0.13,default
276,edge_lig_1427-2_lig_8899-1_run1_protein,7.61,0.38,0.34,7.56,0.27,1.23,80,80,0.92,0.92,0.03,default
277,edge_lig_1427-2_lig_8899-1_run1_water,10.95,0.16,0.16,11.21,0.19,0.16,78,61,-0.2,0.2,0.08,default
278,edge_lig_1427-2_lig_8899-1_run2_protein,12.01,0.33,0.3,12.13,0.27,0.52,80,80,0.62,0.62,0.12,default
